Address,Website,District Number,District Name,School Number,School Name,Total Points 2013,Scale,Did this School Benefit from the One-Letter-Grade-Drop Protection?,Marker_Type,Preliminary Grade 2013,Grade 2012,Grade 2011,Grade 2010,Grade 2009,Grade 2008,Grade 2007,Grade 2006,Grade 2005,Grade 2004,Grade 2003,Grade 2002,Grade 2001,Grade 2000,Grade 1999,Charter,School Type,Free or Reduced-Price Lunch Rate,Minority Rate,Region,Title I,Alt/ESE Code
"WESTCHASE ELEMENTARY SCHOOL 16929 SW 104TH AVE, MIAMI, FL, 33157-4239",http://beckford.dadeschools.net/                                                                    ,29,HILLSBOROUGH,4651,WESTCHASE ELEMENTARY SCHOOL,597,800,NA,measle_turquoise,C,C,C,B,A,A,A,B,B,B,B,C,C,C,C,NO,1,81,23,4,YES,N
"THEODORE R. AND THELMA A. GIBSON CHARTER SCHOOL 1698 & 1682 NW 4TH AVE, MIAMI, FL, 33136-1507",http://gibsoncharter.dadeschools.net                                                                ,13,DADE,2060,THEODORE R. AND THELMA A. GIBSON CHARTER SCHOOL,446,800,NA,small_purple,D,C,C,B,A,C,A,C,C,C,C,C,D,D,D,NO,1,97,99,5,YES,N
"BLOOMINGDALE HIGH SCHOOL 1700 BLOOMINGDALE AVE, VALRICO, FL, 33596-6220",                                                                                                    ,29,HILLSBOROUGH,4141,BLOOMINGDALE HIGH SCHOOL,Pending,Pending,Pending,measle_turquoise,C,C,C,B,A,C,A,B,A,B,B,D,N,,,NO,1,99,95,5,YES,N
"SIX MILE CHARTER ACADEMY 1700 BLOOMINGDALE AVE, VALRICO, FL, 33596-6220",                                                                                                    ,36,LEE,4141,SIX MILE CHARTER ACADEMY,560,900,YES,small_yellow,B,A,A,A,A,A,A,A,A,A,B,A,A,C,C,NO,1,60,62,5,YES,N
"RALPH M WILLIAMS JUNIOR ELEMENTARY 1700 CLUBHOUSE DR, ROCKLEDGE, FL, 32955-6614",http://www.williams.brevard.k12.fl.us                                                               ,5,BREVARD,1151,RALPH M WILLIAMS JUNIOR ELEMENTARY,535,800,NA,measle_gray,Pending,B,D,C,D,D,F,C,D,D,C,D,C,D,D,NO,3,84,96,5,YES,N
"CORAL SPRINGS HIGH SCHOOL 1700 CLUBHOUSE DR, ROCKLEDGE, FL, 32955-6614",http://www.williams.brevard.k12.fl.us                                                               ,6,BROWARD,1151,CORAL SPRINGS HIGH SCHOOL,Pending,Pending,Pending,measle_gray,Pending,C,C,C,D,D,D,D,D,D,D,C,C,C,C,NO,3,63,43,3,NO,N
"SWIFT CREEK MIDDLE SCHOOL 1700 CLUBHOUSE DR, ROCKLEDGE, FL, 32955-6614",http://www.williams.brevard.k12.fl.us                                                               ,37,LEON,1151,SWIFT CREEK MIDDLE SCHOOL,618,900,NA,small_yellow,B,A,A,A,A,A,C,A,A,A,A,B,A,A,D,NO,1,46,33,2,NO,N
"WALKER MIDDLE 1700 CLUBHOUSE DR, ROCKLEDGE, FL, 32955-6614",http://www.williams.brevard.k12.fl.us                                                               ,48,ORANGE,1151,WALKER MIDDLE,502,900,NA,small_yellow,B,A,A,A,A,A,A,A,A,A,A,A,B,A,B,NO,1,50,59,3,NO,N
"KINGSFORD ELEMENTARY SCHOOL 1700 CLUBHOUSE DR, ROCKLEDGE, FL, 32955-6614",http://www.williams.brevard.k12.fl.us                                                               ,53,POLK,1151,KINGSFORD ELEMENTARY SCHOOL,522,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,A,C,B,NO,1,47,44,4,NO,N
"SOMERSET ACADEMY CHARTER MIDDLE SCHOOL (COUNTRY PALMS) 1700 N KROME AVE, HOMESTEAD, FL, 33030-3236",www.somersetelem.dadeschools.net                                                                    ,13,DADE,6043,SOMERSET ACADEMY CHARTER MIDDLE SCHOOL (COUNTRY PALMS),491,800,NA,small_purple,D,C,B,A,A,A,A,B,A,A,B,C,N,,,NO,1,86,86,5,YES,N
"EDWARD H. WHITE HIGH SCHOOL 1700 OLD MIDDLEBURG RD N, JACKSONVILLE, FL, 32210-1232",http://www.duvalschools.org/edwhite                                                                 ,16,DUVAL,2481,EDWARD H. WHITE HIGH SCHOOL,Pending,Pending,Pending,measle_turquoise,C,B,A,A,A,A,A,A,A,B,A,A,C,A,A,NO,2,77,89,5,YES,N
"RAYMA C. PAGE ELEMENTARY SCHOOL 17000 S TAMIAMI TRL, FT MYERS, FL, 33908-4557",http://rcp.leeschools.net/                                                                          ,36,LEE,734,RAYMA C. PAGE ELEMENTARY SCHOOL,526,800,NA,small_yellow,B,A,A,A,A,A,A,A,A,A,B,A,A,C,C,NO,1,57,65,5,YES,N
"TOMOKA ELEMENTARY SCHOOL 17000 S TAMIAMI TRL, FT MYERS, FL, 33908-4557",http://rcp.leeschools.net/                                                                          ,64,VOLUSIA,734,TOMOKA ELEMENTARY SCHOOL,495,800,YES,small_green,A,A,A,A,B,A,A,A,C,,,,,,,YES,2,50,20,4,NO,N
"NORTH TWIN LAKES ELEMENTARY SCHOOL 1701 NW 23RD AVE, FORT LAUDERDALE, FL, 33311",                                                                                                    ,13,DADE,3981,NORTH TWIN LAKES ELEMENTARY SCHOOL,495,800,YES,small_purple,D,C,C,C,C,C,C,B,C,C,B,B,C,C,C,NO,2,83,64,4,YES,N
"ARTHUR ROBERT ASHE, JUNIOR MIDDLE SCHOOL 1701 NW 23RD AVE, FT LAUDERDALE, FL, 33311-4500",                                                                                                    ,6,BROWARD,4702,"ARTHUR ROBERT ASHE, JUNIOR MIDDLE SCHOOL",401,900,NA,measle_gray,Pending,B,B,D,D,C,C,C,D,C,C,C,C,D,C,NO,3,69,19,4,NO,N
"SILVER SHORES ELEMENTARY SCHOOL 1701 SW 160TH AVE, MIRAMAR, FL, 33027-4216",                                                                                                    ,6,BROWARD,3581,SILVER SHORES ELEMENTARY SCHOOL,526,800,NA,measle_gray,Pending,A,A,B,B,A,A,C,C,C,B,C,C,C,C,NO,3,37,47,5,NO,N
"MYRTLE GROVE K-8 CENTER 1701 SW 160TH AVE, MIRAMAR, FL, 33027-4216",                                                                                                    ,13,DADE,3581,MYRTLE GROVE K-8 CENTER,453,800,NA,small_purple,D,D,,,,,,,,,,,,,,NO,1,83,90,1,YES,N
"FLORIDA INTERCULTURAL ACADEMY 1704 BUCHANAN ST, HOLLYWOOD, FL, 33020-4030",                                                                                                    ,6,BROWARD,5361,FLORIDA INTERCULTURAL ACADEMY,480,800,NA,measle_gray,Pending,A,B,A,A,,,,,,,,,,,NO,3,7,18,2,NO,N
"SPRINGVIEW ELEMENTARY SCHOOL 1704 BUCHANAN ST, HOLLYWOOD, FL, 33020-4030",                                                                                                    ,13,DADE,5361,SPRINGVIEW ELEMENTARY SCHOOL,606,800,NA,small_purple,D,C,C,B,A,B,B,A,B,A,B,C,C,C,C,NO,1,83,30,2,YES,N
"HOLLYWOOD ACADEMY OF ARTS & SCIENCE 1705 VAN BUREN ST, HOLLYWOOD, FL, 33020",                                                                                                    ,6,BROWARD,5325,HOLLYWOOD ACADEMY OF ARTS & SCIENCE,495,800,YES,measle_gray,Pending,B,B,B,D,B,B,C,C,B,B,B,N,,,NO,3,40,19,2,NO,N
"HOLLYWOOD ACADEMY OF ARTS AND SCIENCE MIDDLE SCHOOL 1705 VAN BUREN ST, HOLLYWOOD, FL, 33020",                                                                                                    ,6,BROWARD,5362,HOLLYWOOD ACADEMY OF ARTS AND SCIENCE MIDDLE SCHOOL,633,900,NA,measle_gray,Pending,A,A,A,A,A,A,A,A,A,A,A,C,A,B,NO,4,43,48,3,NO,N
"EVERGLADES HIGH SCHOOL 17100 SW 48TH CT, MIRAMAR, FL, 33027-4998",                                                                                                    ,6,BROWARD,3731,EVERGLADES HIGH SCHOOL,Pending,Pending,Pending,measle_gray,Pending,F,,F,,A,F,C,,,,,,,,YES,3,83,87,5,YES,N
"ROBINSON HIGH SCHOOL 17100 SW 48TH CT, MIRAMAR, FL, 33027-4998",                                                                                                    ,29,HILLSBOROUGH,3731,ROBINSON HIGH SCHOOL,Pending,Pending,Pending,measle_turquoise,C,B,A,A,A,A,A,C,A,A,B,B,C,C,D,NO,1,57,67,5,YES,N
"SAFETY HARBOR ELEMENTARY SCHOOL 17100 SW 48TH CT, MIRAMAR, FL, 33027-4998",                                                                                                    ,52,PINELLAS,3731,SAFETY HARBOR ELEMENTARY SCHOOL,495,800,YES,small_green,A,A,A,A,,,,,,,,,,,,NO,1,17,44,2,NO,N
"GERTRUDE K. EDLEMAN/SABAL PALM ELEMENTARY SCHOOL 17101 NE 7TH AVE, NORTH MIAMI BEACH, FL, 33162-2033",http://gkesp.dadeschools.net/                                                                       ,13,DADE,4801,GERTRUDE K. EDLEMAN/SABAL PALM ELEMENTARY SCHOOL,485,800,NA,small_purple,D,D,C,B,B,C,B,B,B,B,B,C,A,C,C,NO,1,89,49,4,YES,N
"WILSON ELEMENTARY SCHOOL 17101 NE 7TH AVE, NORTH MIAMI BEACH, FL, 33162-2033",http://gkesp.dadeschools.net/                                                                       ,29,HILLSBOROUGH,4801,WILSON ELEMENTARY SCHOOL,511,800,NA,measle_turquoise,C,C,B,A,A,C,B,B,C,C,B,C,C,C,B,NO,2,81,15,4,YES,N
"HOGGETOWNE MIDDLE SCHOOL 1717 NE 9 ST, GAINESVILLE, FL, 32609-3797",http://www.hoggetowne.org/                                                                          ,1,ALACHUA,971,HOGGETOWNE MIDDLE SCHOOL,289,800,NA,measle_gray,Pending,B,C,C,D,C,D,C,C,C,C,C,C,C,C,NO,3,70,68,5,NO,N
"BOULEVARD HEIGHTS ELEMENTARY 1717 NE 9 ST, GAINESVILLE, FL, 32609-3797",http://www.hoggetowne.org/                                                                          ,6,BROWARD,971,BOULEVARD HEIGHTS ELEMENTARY,435,800,YES,measle_gray,Pending,B,A,B,C,B,C,C,C,B,C,C,C,C,C,NO,4,66,32,1,NO,N
"CEDAR HILLS ELEMENTARY SCHOOL 1717 NE 9 ST, GAINESVILLE, FL, 32609-3797",http://www.hoggetowne.org/                                                                          ,16,DUVAL,971,CEDAR HILLS ELEMENTARY SCHOOL,495,800,YES,measle_turquoise,C,C,B,C,C,C,C,C,C,C,C,D,D,D,,NO,2,93,93,4,YES,N
"VENTURA ELEMENTARY 1717 NE 9 ST, GAINESVILLE, FL, 32609-3797",http://www.hoggetowne.org/                                                                          ,48,ORANGE,971,VENTURA ELEMENTARY,435,800,YES,small_yellow,B,A,A,B,A,A,A,B,C,C,A,B,C,C,D,NO,1,78,77,3,YES,N
"UNION ACADEMY 1717 NE 9 ST, GAINESVILLE, FL, 32609-3797",http://www.hoggetowne.org/                                                                          ,53,POLK,971,UNION ACADEMY,676,900,NA,small_green,A,B,A,B,A,A,C,B,B,A,B,A,A,A,C,NO,1,74,14,1,YES,N
"ALEXANDER W DREYFOOS JUNIOR SCHOOL OF THE ARTS 1718 E MICHIGAN ST, ORLANDO, FL, 32806-4935",                                                                                                    ,50,PALM BEACH,395,ALEXANDER W DREYFOOS JUNIOR SCHOOL OF THE ARTS,Pending,Pending,Pending,small_yellow,B,A,A,A,A,B,A,A,A,A,A,A,A,C,B,NO,1,41,41,2,NO,N
"CITY/PEMBROKE PINES CHARTER HIGH SCHOOL 17189 SHERIDAN ST, PEMBROKE PINES, FL, 33331-1934",                                                                                                    ,6,BROWARD,5121,CITY/PEMBROKE PINES CHARTER HIGH SCHOOL,Pending,Pending,Pending,measle_gray,Pending,C,B,C,D,C,C,D,C,C,C,C,C,C,C,YES,3,70,52,4,YES,N
"SNAPPER CREEK ELEMENTARY SCHOOL 17189 SHERIDAN ST, PEMBROKE PINES, FL, 33331-1934",                                                                                                    ,13,DADE,5121,SNAPPER CREEK ELEMENTARY SCHOOL,495,800,YES,small_purple,D,C,B,B,C,C,C,C,C,B,C,C,C,C,C,NO,1,91,74,4,YES,N
"MACFARLANE PARK ELEMENTARY MAGNET SCHOOL 1721 N MACDILL AVE, TAMPA, FL, 33607-3221",                                                                                                    ,29,HILLSBOROUGH,60,MACFARLANE PARK ELEMENTARY MAGNET SCHOOL,556,800,NA,measle_turquoise,C,B,A,B,A,B,B,B,B,B,A,B,C,C,C,NO,2,66,24,4,NO,N
"WHISPERING WINDS CHARTER SCHOOL 1721 N MACDILL AVE, TAMPA, FL, 33607-3221",                                                                                                    ,38,LEVY,60,WHISPERING WINDS CHARTER SCHOOL,480,800,NA,small_yellow,B,A,A,A,B,A,A,B,A,A,A,A,C,A,B,NO,1,63,50,4,NO,N
"CHESTER W. TAYLOR, JR. ELEMENTARY SCHOOL 1721 N MACDILL AVE, TAMPA, FL, 33607-3221",                                                                                                    ,51,PASCO,60,"CHESTER W. TAYLOR, JR. ELEMENTARY SCHOOL",409,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,A,C,B,NO,1,32,32,4,NO,N
"WOLF LAKE MIDDLE 1725 W PONKAN RD, APOPKA, FL, 32712-5623",                                                                                                    ,48,ORANGE,1702,WOLF LAKE MIDDLE,544,900,NA,small_yellow,B,A,A,A,A,A,A,A,A,B,B,N,,,,NO,2,74,78,5,YES,N
"PALMETTO ELEMENTARY SCHOOL 1725 W PONKAN RD, APOPKA, FL, 32712-5623",                                                                                                    ,53,POLK,1702,PALMETTO ELEMENTARY SCHOOL,424,800,NA,small_green,A,A,A,A,A,B,B,,,,,,,,,YES,2,20,27,4,NO,N
"DELTONA MIDDLE SCHOOL 1725 W PONKAN RD, APOPKA, FL, 32712-5623",                                                                                                    ,64,VOLUSIA,1702,DELTONA MIDDLE SCHOOL,485,900,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,B,C,B,NO,4,44,18,4,NO,N
"MATER ACADEMY LAKES MIDDLE SCHOOL 17300 NW 87TH AVE, HIALEAH, FL, 33015-3516",                                                                                                    ,13,DADE,6033,MATER ACADEMY LAKES MIDDLE SCHOOL,625,900,NA,small_purple,D,D,C,C,B,B,A,A,B,B,A,C,D,D,D,NO,1,98,98,5,YES,N
"MATER ACADEMY LAKES HIGH SCHOOL 17300 NW 87TH AVE, HIALEAH, FL, 33015-3516",                                                                                                    ,13,DADE,7018,MATER ACADEMY LAKES HIGH SCHOOL,Pending,Pending,Pending,small_purple,D,C,C,B,C,C,B,C,B,C,B,D,C,D,D,NO,1,78,75,2,YES,N
"FREEDOM HIGH SCHOOL 17410 COMMERCE PARK BLVD, TAMPA, FL, 33647-3500",                                                                                                    ,29,HILLSBOROUGH,1541,FREEDOM HIGH SCHOOL,Pending,Pending,Pending,measle_turquoise,C,C,C,,,,,,,,,,,,,YES,4,51,59,3,NO,N
"PINAR ELEMENTARY 17410 COMMERCE PARK BLVD, TAMPA, FL, 33647-3500",                                                                                                    ,48,ORANGE,1541,PINAR ELEMENTARY,405,800,NA,small_yellow,B,A,A,A,A,A,A,A,B,B,B,B,C,C,C,NO,2,84,85,5,YES,N
"DWIGHT D. EISENHOWER ELEMENTARY SCHOOL 17410 COMMERCE PARK BLVD, TAMPA, FL, 33647-3500",                                                                                                    ,50,PALM BEACH,1541,DWIGHT D. EISENHOWER ELEMENTARY SCHOOL,512,800,NA,small_green,A,A,A,A,A,A,A,A,,,,,,,,YES,2,23,22,1,NO,N
"MIAMI JACKSON SENIOR HIGH SCHOOL 1751 NW 36TH ST, MIAMI, FL, 33142-5439",http://generals.dadeschools.net/                                                                    ,13,DADE,7341,MIAMI JACKSON SENIOR HIGH SCHOOL,Pending,Pending,Pending,measle_turquoise,C,B,A,A,A,A,A,A,A,B,A,A,A,C,B,NO,2,51,31,3,NO,N
"ODYSSEY CHARTER SCHOOL 1755 ELDRON BLVD SE, PALM BAY, FL, 32909-6832",http://www.odysseycharterschool.com                                                                 ,5,BREVARD,6507,ODYSSEY CHARTER SCHOOL,603,900,NA,measle_gray,Pending,B,B,B,B,C,C,B,D,C,B,C,C,C,C,NO,3,39,23,1,NO,N
"LEADERSHIP ACADEMY WEST 1760 N CONGRESS AVE, WEST PALM BEACH, FL, 33409-5191",www.leadershipacademywest.org                                                                       ,50,PALM BEACH,3347,LEADERSHIP ACADEMY WEST,Pending,Pending,Pending,small_green,A,A,A,A,A,A,,,,,,,,,,YES,2,68,93,5,YES,N
"PALM SPRINGS NORTH ELEMENTARY SCHOOL 17615 NW 82ND AVE, HIALEAH, FL, 33015-3606",http://psn.dadeschools.net/                                                                         ,13,DADE,4281,PALM SPRINGS NORTH ELEMENTARY SCHOOL,495,800,YES,small_purple,D,C,C,C,A,C,B,B,A,B,A,B,C,C,D,NO,1,86,78,4,YES,N
"TEMPLE TERRACE ELEMENTARY SCHOOL 17615 NW 82ND AVE, HIALEAH, FL, 33015-3606",http://psn.dadeschools.net/                                                                         ,29,HILLSBOROUGH,4281,TEMPLE TERRACE ELEMENTARY SCHOOL,426,800,NA,measle_turquoise,C,C,B,C,A,A,B,C,B,B,C,N,,,,NO,1,83,34,4,YES,N
"BONITA SPRINGS PREPARATORY  AND FITNESS ACADEMY 17615 NW 82ND AVE, HIALEAH, FL, 33015-3606",http://psn.dadeschools.net/                                                                         ,36,LEE,4281,BONITA SPRINGS PREPARATORY  AND FITNESS ACADEMY,435,800,YES,small_yellow,B,F,,,,,,,,,,,,,,YES,3,80,94,5,NO,N
"PARKVIEW ELEMENTARY SCHOOL 17631 NW 20TH AVE, OPA LOCKA, FL, 33056-4709",http://parkviewelem.dadeschools.net                                                                 ,13,DADE,4301,PARKVIEW ELEMENTARY SCHOOL,490,800,NA,small_purple,D,C,C,B,B,C,B,C,B,C,C,B,C,C,C,NO,1,97,91,4,YES,N
"DAYSPRING ACADEMY 17631 NW 20TH AVE, OPA LOCKA, FL, 33056-4709",http://parkviewelem.dadeschools.net                                                                 ,51,PASCO,4301,DAYSPRING ACADEMY,645,900,NA,small_green,A,A,B,D,C,C,F,C,C,F,N,,,,,YES,1,90,98,5,YES,N
"MIAMI HEIGHTS ELEMENTARY SCHOOL 17661 SW 117TH AVE, MIAMI, FL, 33177-2324",http://miamiheights.dadeschools.net/                                                                ,13,DADE,3261,MIAMI HEIGHTS ELEMENTARY SCHOOL,495,800,YES,small_purple,D,C,B,B,A,B,A,B,A,B,B,C,C,C,D,NO,1,79,75,2,YES,N
"DIAMOND VIEW ELEMENTARY SCHOOL 17661 SW 117TH AVE, MIAMI, FL, 33177-2324",http://miamiheights.dadeschools.net/                                                                ,50,PALM BEACH,3261,DIAMOND VIEW ELEMENTARY SCHOOL,483,800,NA,small_green,A,A,A,C,,,,,,,,,,,,YES,1,80,96,5,YES,N
"CHARLES R DREW K-8 CENTER 1775 NW 60TH ST, MIAMI, FL, 33142-2483",http://drew.dadeschools.net/                                                                        ,13,DADE,1401,CHARLES R DREW K-8 CENTER,435,800,YES,small_purple,D,C,D,C,C,C,C,C,C,,C,C,C,C,C,NO,1,96,95,4,YES,N
"EGYPT LAKE ELEMENTARY SCHOOL 1775 NW 60TH ST, MIAMI, FL, 33142-2483",http://drew.dadeschools.net/                                                                        ,29,HILLSBOROUGH,1401,EGYPT LAKE ELEMENTARY SCHOOL,463,800,NA,measle_turquoise,C,B,A,A,A,B,A,B,B,A,B,B,A,C,C,NO,1,77,58,4,YES,N
"C.K. STEELE-LEROY COLLINS CHARTER MIDDLE SCHOOL 1775 NW 60TH ST, MIAMI, FL, 33142-2483",http://drew.dadeschools.net/                                                                        ,37,LEON,1401,C.K. STEELE-LEROY COLLINS CHARTER MIDDLE SCHOOL,305,800,NA,small_yellow,B,A,A,A,A,A,B,A,B,A,A,A,B,A,C,NO,1,40,31,2,NO,N
"ALOMA ELEMENTARY 1775 NW 60TH ST, MIAMI, FL, 33142-2483",http://drew.dadeschools.net/                                                                        ,48,ORANGE,1401,ALOMA ELEMENTARY,495,800,YES,small_yellow,B,A,A,,,,,,,,,,,,,NO,1,67,79,3,NO,N
"WEST RIVIERA ELEMENTARY SCHOOL 1775 NW 60TH ST, MIAMI, FL, 33142-2483",http://drew.dadeschools.net/                                                                        ,50,PALM BEACH,1401,WEST RIVIERA ELEMENTARY SCHOOL,444,800,NA,small_green,A,,,,,,,,,,,,,,,YES,2,62,53,2,NO,N
"JANIE HOWARD WILSON SCHOOL 1775 NW 60TH ST, MIAMI, FL, 33142-2483",http://drew.dadeschools.net/                                                                        ,53,POLK,1401,JANIE HOWARD WILSON SCHOOL,435,800,YES,small_green,A,B,A,B,B,B,C,B,B,B,B,B,B,C,C,NO,2,75,58,4,YES,N
"MIAMI CENTRAL SENIOR HIGH SCHOOL 1781 NW 95TH ST, MIAMI, FL, 33147-3159",http://miamicentral.dadeschools.net                                                                 ,13,DADE,7251,MIAMI CENTRAL SENIOR HIGH SCHOOL,Pending,Pending,Pending,measle_turquoise,C,B,A,A,A,A,A,A,A,A,A,A,B,B,B,NO,2,63,46,3,NO,N
"FORT WHITE HIGH SCHOOL 17828 SW STATE ROAD 47, FORT WHITE, FL, 32038-3602",http://www.fortwhitehighschool.org/                                                                 ,12,COLUMBIA,123,FORT WHITE HIGH SCHOOL,Pending,Pending,Pending,small_red,F,,,,,F,P,P,F,P,,,,,,NO,4,91,90,5,YES,A
"LUTZ PREPARATORY ACADEMY 17951 N US HIGHWAY 41, LUTZ, FL, 33549-4503",                                                                                                    ,29,HILLSBOROUGH,6655,LUTZ PREPARATORY ACADEMY,548,800,NA,measle_turquoise,C,B,A,C,B,A,A,A,B,A,C,C,B,A,C,NO,1,80,52,4,YES,N
"MARSHALL MIDDLE SCHOOL 18 S MARYLAND AVE, PLANT CITY, FL, 33563-6008",                                                                                                    ,29,HILLSBOROUGH,2841,MARSHALL MIDDLE SCHOOL,499,900,NA,measle_turquoise,C,B,D,C,A,C,C,B,B,B,C,C,D,D,D,NO,1,100,97,3,YES,N
"EDGEWOOD JR/SR HIGH SCHOOL 180 E MERRITT AVE, MERRITT ISLAND, FL, 32953-3413",http://www.edgewood.brevard.k12.fl.us                                                               ,5,BREVARD,4021,EDGEWOOD JR/SR HIGH SCHOOL,Pending,Pending,Pending,measle_gray,Pending,B,F,D,F,F,F,D,C,C,C,F,C,C,D,NO,3,82,97,2,YES,N
"OAK GROVE ELEMENTARY SCHOOL 180 E MERRITT AVE, MERRITT ISLAND, FL, 32953-3413",http://www.edgewood.brevard.k12.fl.us                                                               ,13,DADE,4021,OAK GROVE ELEMENTARY SCHOOL,418,800,NA,small_purple,D,C,B,A,B,A,B,B,C,B,C,C,C,C,D,NO,1,95,77,4,YES,N
"SHORE ACRES ELEMENTARY SCHOOL 180 E MERRITT AVE, MERRITT ISLAND, FL, 32953-3413",http://www.edgewood.brevard.k12.fl.us                                                               ,52,PINELLAS,4021,SHORE ACRES ELEMENTARY SCHOOL,544,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,B,B,C,NO,2,36,34,2,NO,N
"INDIAN RIVER ELEMENTARY SCHOOL 180 SW 2ND ST, POMPANO BEACH, FL, 33060-7013",                                                                                                    ,64,VOLUSIA,3651,INDIAN RIVER ELEMENTARY SCHOOL,446,800,NA,small_green,A,B,A,A,A,C,B,B,A,A,A,B,C,C,C,NO,1,77,44,2,YES,N
"EDGEWATER PUBLIC SCHOOL 180 SW 2ND ST, POMPANO BEACH, FL, 33060-7013",http://davethomas.browardschools.com/                                                               ,64,VOLUSIA,3697,EDGEWATER PUBLIC SCHOOL,458,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,NO,1,22,31,2,NO,N
"CANOE CREEK CHARTER ACADEMY 1800 SAINT MARY AVE, PENSACOLA, FL, 32501-1096",                                                                                                    ,49,OSCEOLA,916,CANOE CREEK CHARTER ACADEMY,547,900,NA,small_yellow,B,A,A,A,A,A,B,B,A,A,A,B,C,C,C,NO,1,24,21,2,NO,N
