FISCAL_YEAR,SYSTEM_ID,SYSTEM_NAME,SCHOOL_ID,SCHOOL_NAME,FAC_SCHTYPE,GRADE_RANGE,SCHOOL_ADDRESS,SCHOOL_CITY,STATE,SCHOOL_ZIP,MAIL_ADDRESS,MAIL_CITY,MAIL_ZIP,PRINCIPAL_FNAME,PRINCIPAL_LNAME,PRINCIPAL_MNAME,EMAIL_ADDRESS,SCHOOL_PHONE,SCHOOL_FAX
2012,748,Ware County,3052,Waresboro Elementary School,E,KK-05,3379 W Church St,Waycross,GA,31503-6701,3379 W Church St,Waycross,31503-6701,Susan,Newman,,snewman@ware.k12.ga.us,912.287.2393,9122872395
2012,748,Ware County,5050,Wacona Elementary School,E,PK-05,3101 State St ,Waycross,GA,31503-9760,3101 State St ,Waycross,31503-9760,Jacqueline,Turner,,jturner@ware.k12.ga.us,912.287.2362,9122842057
2012,749,Warren County,0105,Warren County Middle School,M,06-08,1253 Atlanta Hwy,Warrenton,GA,30828-9114,1253 Atlanta Hwy,Warrenton,30828-9114,Truett,Abbott,,tabbott@warren.k12.ga.us,706.465.3742,706.465.0901
2012,749,Warren County,0205,Warren County High School,H,09-12,1253 Atlanta Hwy ,Warrenton,GA,30828-9114,1253 Atlanta Hwy ,Warrenton,30828-9114,Ja’net,Bishop,,kpreston@warren.k12.ga.us,706.465.3742,706.465.0901
2012,749,Warren County,3050,Freeman Elementary School,E,PK-05,93 Hopgood St ,Warrenton,GA,30828-7958,93 Hopgood St ,Warrenton,30828-7958,Antonio,Hill,,ahill@warren.k12.ga.us,706.465.3342,706.465.9256
2012,750,Washington County,0199,T. J. Elder Middle School,M,06-08,902 Linton Rd ,Sandersville,GA,31082-9429,P.O. Box 816 ,Sandersville,31082,Manzie,Broxton,,Manzie.Broxton@washington.k12.ga.us,478.552.2007,478.552.7388
2012,750,Washington County,1052,Washington County High School,H,09-12,420 Riddleville Rd,Sandersville,GA,31082-7644,420 Riddleville Rd ,Sandersville,31082-7644,Allen,Gray,,agray@washington.k12.ga.us,478.552.2324,478.552.3140
2012,750,Washington County,2050,Ridge Road Primary School,E,PK-02,285 Ridge Rd.,Sandersville,GA,31082-2701,P.O. Box 856,Sandersville,31082,Dexter,Wansley,,Dexter.Wansley@washington.k12.ga.us,478.552.6047,478.552.9028
2012,750,Washington County,4050,Ridge Road Elementary School,E,03-05,285 Ridge Rd. ,Sandersville,GA,31082-1856,514 N Harris St ,Sandersville,31082-1856,Leah,Clark,,Leah.Clark@washington.k12.ga.us,478.552.2245,478.552.0870
2012,751,Wayne County,0101,Wayne County High School,H,09-12,1 Jacket Dr ,Jesup,GA,31545-7895,1 Jacket Dr ,Jesup,31545-7895,James,Brinson,P.,jbrinson@wayne.k12.ga.us,912.427.1088,912.427.1081
2012,751,Wayne County,0194,Martha Puckett Middle School,M,06-08,475 Durrence Rd ,Jesup,GA,31545-7827,475 Durrence Rd ,Jesup,31545-7827,Pamela,Shuman,,pshuman@wayne.k12.ga.us,912.427.1061,912.427.1069
2012,751,Wayne County,0294,Arthur Williams Middle School,M,06-08,1175 S US Highway 301 ,Jesup,GA,31546-4754,1175 S US Highway 301 ,Jesup,31546-4754,Reggie,Burgess,,rburgess@wayne.k12.ga.us,912.427.1025,912.427.1032
2012,751,Wayne County,0394,Martha Rawls Smith Elementary School,E,PK-05,710 W Pine St ,Jesup,GA,31545-0620,710 W Pine St ,Jesup,31545-0620,Roger,Lewis,,rlewis@wayne.k12.ga.us,912.427.1044,912.427.1043
2012,751,Wayne County,0494,Bacon Elementary School,E,PK-05,1425 W Orange St ,Jesup,GA,31545-0717,1425 W Orange St ,Jesup,31545-0717,Kathy,Carter,,kcarter@wayne.k12.ga.us,912.427.1077,912.427.1079
2012,751,Wayne County,1050,Jesup Elementary School,E,PK-05,642 E Plum St ,Jesup,GA,31546-4810,642 E Plum St ,Jesup,31546-4810,Mark,Priester,Colvin,mpriester@wayne.k12.ga.us,912.427.1033,912.427.1037
2012,751,Wayne County,1052,Screven Elementary School,E,PK-05,555 Sunset Blvd,Jesup,GA,31545-0432,P.O. Box 159 ,Screven,31560,Cathy,Bennett,P,cbennett@wayne.k12.ga.us,912.579.2261,912.579.2288
2012,751,Wayne County,3050,Odum Elementary School,E,PK-05,322 Walter St,Odum,GA,31555-6722,P.O. Box 9 ,Odum,31555,Gena,Ierardi,,gierardi@wayne.k12.ga.us,912.586.2225,912.586.6906
2012,752,Webster County,0104,Webster County Elementary/Middle School,E,PK-08,7168 Washington St ,Preston,GA,31824-5232,7168 Washington St ,Preston,31824-5232,JanieS,Downer,,jsdowner@webster.k12.ga.us,229.828.3365,229.828.2219
2012,752,Webster County,0108,Webster County High School,H,09-12,7168 Washington St ,Preston,GA,31824-5232,7168 Washington St ,Preston,31824-5232,JanieS,Downer,,jdowner@webster.k12.ga.us,229.828.3365,
2012,753,Wheeler County,1052,Wheeler County Elementary School,E,PK-05,RR 2 Box 5,Alamo,GA,30411-9505,RR 2 Box 5,Alamo,30411-9505,Ronda,Hightower,,rhightower@wheeler.k12.ga.us,912.568.7159,9125681935
2012,753,Wheeler County,3052,Wheeler County High School,H,06-12,RR 1 Box 145 ,Alamo,GA,30411-9731,RR 1 Box 145 ,Alamo,30411-9731,Thomas,Ford,,edupree@wheeler.k12.ga.us,912.568.7166,9125687166
2012,754,White County,0100,White Co. Intermediate,E,03-06,2696 Tesnatee Gap Valley Rd ,Cleveland,GA,30528-3888,2696 Tesnatee Gap Valley Rd ,Cleveland,30528-3888,Shann,Cash,,scash@white.k12.ga.us,706.865.1037,706.219.3141
2012,754,White County,0104,Mount Yonah Elementary School,E,KK-06,1161 Duncan Bridge Rd ,Sautee Nacoochee,GA,30571-3608,1161 Duncan Bridge Rd ,Sautee Nacoochee,30571-3608,Dana,Magill,,dmagill@white.k12.ga.us,706.865.3514,706.865.1466
2012,754,White County,0105,White County High School,H,08-12,2600 Highway 129 N,Cleveland,GA,30528-2710,2600 Highway 129 N,Cleveland,30528-2710,John,Osborne,,josborne@white.k12.ga.us,706.865.2312,706.865.5981
2012,754,White County,0109,Mossy CreeK Elemetary School,E,KK-06,128 Horace Fitzpatrick Dr,Cleveland,GA,30528-5833,128 Horace Fitzpatrick Dr,Cleveland,30528-5833,Roger,Fitzpatrick,,,706.865.5000,
2012,754,White County,0174,White County Middle School,M,07-08,283 Old Blairsville Rd,Cleveland,GA,30528-1133,283 Old Blairsville Rd,Cleveland,30528-1133,Kristi,Smith,,kristismith@white.k12.ga.us,706.865.4060,706.865.1947
2012,754,White County,0200,Jack P Nix Primary,E,PK-02,342 W Kytle St ,Cleveland,GA,30528-1334,342 W Kytle St ,Cleveland,30528-1334,Jennifer,King,W.,jking@white.k12.ga.us,706.865.6935,706.865.5569
2012,754,White County,0204,White County 9th Grade Academy,H,09-09,328 Old Blairsville Rd ,Cleveland,GA,30528-1134,328 Old Blairsville Rd ,Cleveland,30528-1134,Stephen,Gill,,sgill@white.k12.ga.us,706.865.0727,706.865.0737
2012,755,Whitfield County,0105,Whitfield County Career Academy,H,PK-12,2300 Maddox Chapel Rd NE ,Dalton,GA,30721-6645,2300 Maddox Chapel Rd NE ,Dalton,30721-6645,Tim,Fleming,,tim_fleming@whitfield.k12.ga.us,706.876.3609,706.876.3602
2012,755,Whitfield County,0106,New Hope Middle School,M,06-08,1325 New Hope Rd NW ,Dalton,GA,30720-6375,1325 New Hope Rd NW ,Dalton,30720-6375,Joe,Barnett,,joe_barnett@whitfield.k12.ga.us,706.673.2295,706.217.6703
2012,755,Whitfield County,0112,Coahulla Creek High School,H,09-12,3361 Crow Road,Dalton,GA,30721,2300 Maddox Chappel Road,Dalton,30721,Phllip,Brown,,phillip_brown@whitfield.k12.ga.us,706.876.3600,
2012,755,Whitfield County,0175,Northwest Whitfield County High School,H,09-12,1651 Tunnel Hill Varnell Rd,Tunnel Hill,GA,30755-9247,1651 Tunnel Hill Varnell Rd,Tunnel Hill,30755-9247,Britt,Adams,,badams@whitfield.k12.ga.us,706.673.6533,706.673.7098
2012,755,Whitfield County,0199,New Hope Elementary School,E,KK-05,1175 New Hope Rd NW,Dalton,GA,30720-6338,1175 New Hope Rd NW,Dalton,30720-6338,Brinda,Clayton,,,706.673.3180,706.673.3182
2012,755,Whitfield County,0206,Beaverdale Elementary School,E,PK-05,1350 Prater Mill Rd NE ,Dalton,GA,30721-7271,9196 Hwy. 2 ,Dalton,30721-7271,Cheri,Mahan,,cheri_mahan@whitfield.k12.ga.us,706.275.4414,..
2012,755,Whitfield County,0211,Cedar Ridge Elementary,E,PK-05,311 Cedar Ridge Rd SE,Dalton,GA,30721-6528,311 Cedar Ridge Rd SE,Dalton,30721-6528,Allyson,Millican,,amillican@whitfield.k12.ga.us,706.712.8400,
2012,755,Whitfield County,0212,Phoenix High School,H,09-12,2300 Maddox Chapel Rd NE,Dalton,GA,30721-6645,2300 Maddox Chapel Rd NE,Dalton,30721-6645,Fred,Toney,,ftoney@whitfield.k12.ga.us,706.876.3600,
2012,755,Whitfield County,0275,Southeast Whitfield County High School,H,09-12,1954 Riverbend Rd,Dalton,GA,30721-5517,1954 Riverbend Rd,Dalton,30721-5517,Brian,Satterfield,,bsatterfield@whitfield.k12.ga.us,706.226.2753,706.278.3433
2012,755,Whitfield County,0475,Eastbrook Middle School,M,06-08,700 Hill Rd,Dalton,GA,30721-5963,700 Hill Rd,Dalton,30721-5963,George ,Kopcsak,,george_kopcsak@whitfield.k12.ga.us,706.278.6135,706.226.9859
2012,755,Whitfield County,0575,North Whitfield Middle School,M,06-08,3264 Cleveland Rd,Dalton,GA,30721-7641,3264 Cleveland Rd,Dalton,30721-7641,Andrea,Bradley,,abradley@whitfield.k12.ga.us,706.259.3381,706.259.8168
2012,755,Whitfield County,0675,Valley Point Middle School,M,06-08,3796 S Dixie Rd ,Dalton,GA,30721-4959,"3796 S Dixie Rd, SE ",Dalton,30720,Robyn,Baggett,,rbaggett@whitfield.k12.ga.us,706.277.9662,706.277.7035
2012,755,Whitfield County,0775,Westside Middle School,M,06-08,"580 Lafayette Rd, SW",Rocky Face,GA,30740-9411,"580 Lafayette Rd, SW",Rocky Face,30740-9411,Stan,Stewart,,drsstewart@whitfield.k12.ga.us,706.673.2611,706.673.5349
2012,755,Whitfield County,1050,Antioch Elementary School,E,PK-05,1819 Riverbend Rd ,Dalton,GA,30721-5979,1819 Riverbend Rd ,Dalton,30721-5979,Tami,Dodd,,tdodd@whitfield.k12.ga.us,706.278.7550,706.226.9674
2012,755,Whitfield County,1052,Eastside Elementary School,E,PK-05,102 Hill Rd,Dalton,GA,30721-6023,102 Hill Rd,Dalton,30721-6023,Ben,Hunt,,ben_hunt@whitfield.k12.ga.us,706.278.3074,706.226.9951
2012,755,Whitfield County,1054,Varnell Elementary School,E,KK-05,3900 Cleveland Rd,Dalton,GA,30721-7443,3900 Cleveland Rd,Dalton,30721-7443,Lisa,Jones,,ljones@whitfield.k12.ga.us,706.694.3471,706.694.3289
2012,755,Whitfield County,2050,Cohutta Elementary School,E,PK-05,254 Wolfe St ,Cohutta,GA,30710-9138,254 Wolfe St ,Cohutta,30710-9138,Cindy,Dobbins,,cindy_dobbins@whitfield.k12.ga.us,706.694.8812,706.694.7390
2012,755,Whitfield County,2052,Pleasant Grove Elementary School,E,KK-05,2725 Cleveland Hwy ,Dalton,GA,30721-8163,2725 Cleveland Hwy ,Dalton,30721-8163,Richard,Knox,,rknox@whitfield.k12.ga.us,706.259.3920,706.259.6271
2012,755,Whitfield County,2054,Westside Elementary School,E,KK-05,1815 Utility Rd,Rocky Face,GA,30740-9412,1815 Utility Rd,Rocky Face,30740-9412,Tracy,Mardis,,tmardis@whitfield.k12.ga.us,706.673.6531,706.673.5556
2012,755,Whitfield County,3050,Dawnville Elementary School,E,PK-05,1380 Dawnville Rd NE ,Dalton,GA,30721-6807,1380 Dawnville Rd NE ,Dalton,30721-6807,Sherri,Travisano,,sherri_travisano@whitfield.k12.ga.us,706.259.3914,706.259.7462
2012,755,Whitfield County,3052,Tunnel Hill Elementary School,E,KK-05,203 E School St ,Tunnel Hill,GA,30755-9719,203 E School St ,Tunnel Hill,30755-9719,Bert,Coker,L,bcoker@whitfield.k12.ga.us,706.673.4550,706.673.4956
2012,755,Whitfield County,4050,Dug Gap Elementary School,E,PK-05,2032 Dug Gap Rd,Dalton,GA,30720-5724,2032 Dug Gap Rd,Dalton,30720-5724,Mandy,Locke,,,706.226.3919,706.226.9753
2012,755,Whitfield County,4052,Valley Point Elementary School,E,PK-05,3798 S Dixie Road SE ,Dalton,GA,30720,"3798 S Dixie Road, SE ",Dalton,30720,Christopher,Parker,,cparker@whitfield.k12.ga.us,706.277.3259,706.277.7721
2012,756,Wilcox County,0101,Wilcox County Middle School,M,06-08,114 7th Ave ,Rochelle,GA,31079-2846,114 7th Ave ,Rochelle,31079-2846,Valentina,Sutton,,suttonv@wilcox.k12.ga.us,229.365.2331,229.365.2641
2012,756,Wilcox County,0195,Wilcox County Elementary School,E,PK-05,104 Gordon St ,Rochelle,GA,31079-2948,104 Gordon St ,Rochelle,31079-2948,Gary,Howell,,howellg@wilcox.k12.ga.us,229.365.7858,229.365.2553
2012,756,Wilcox County,0201,Wilcox County High School,H,09-12,186 7th Ave,Rochelle,GA,31079-2846,186 7th Ave,Rochelle,31079-2846,Chad,Davis,,childerj@wilcox.k12.ga.us,229.365.7231,229.365.7461
2012,757,Wilkes County,0105,Washington-Wilkes Primary School,E,KK-03,910 E Robert Toombs Ave,Washington,GA,30673-2050,910 E Robert Toombs Ave,Washington,30673-2050,Florence,Sandifer,,,706.678.2633,706.678.2666
2012,757,Wilkes County,0110,Washington-Wilkes Comprehensive High School,H,09-12,1180 Tignall Rd,Washington,GA,30673-2401,1180 Tignall Road,Washington,30673,Steve,Echols,,wardm@wilkes.k12.ga.us,706.678.2426,
2012,757,Wilkes County,0205,Washington-Wilkes Elementary School,E,PK-05,109 East St,Washington,GA,30673-5330,109 East St,Washington,30673-5330,Wanda,Jenkins,,jenkinsw@wilkes.k12.ga.us,706.678.7124,706.678.7826
2012,757,Wilkes County,0210,Washington-Wilkes Middle School,M,06-08,1180 Tignall Rd,Washington,GA,30673-2401,1180 Tignall Rd,Washington,30673-2401,Bill,Pendrey,,leed@wilkes.k12.ga.us,706.678.7132,
2012,758,Wilkinson County,0175,Wilkinson County Elementary School,E,03-05,207 W Main St ,Irwinton,GA,31042-2815,P.O. Box 530 ,Irwinton,31042,Judith,Geter,,jgeter@wilkinson.k12.ga.us,478.946.5527,478.946.7153
2012,758,Wilkinson County,0275,Wilkinson County Middle School,M,06-08,11471 Ga Highway 57 ,Mc Intyre,GA,31054-2835,P.O. Box 527,Irwinton,31042,Angela,Smith,M. ,asmith@wilkinson.k12.ga.us,478.946.2541,478.946.8981
2012,758,Wilkinson County,1050,Wilkinson County Primary School,E,PK-02,207 W Main St ,Irwinton,GA,31042-2815,P.O. Box 570 ,Irwinton,31042,Pamela,Slocumb,,pslocumb@wilkinson.k12.ga.us,478.946.2161,478.946.3678
2012,758,Wilkinson County,3050,Wilkinson County High School,H,09-12,11481 Ga Highway 57 ,Mc Intyre,GA,31054-2835,P.O. Box 547 ,Irwinton,31042,Wayne,Gasaway,,wgasaway@wilkinson.k12.ga.us,478.946.2441,478.946.7134
2012,759,Worth County,0111,Worth County Elementary School,E,03-05,1401 N Isabella St,Sylvester,GA,31791-7330,1401 N Isabella St,Sylvester,31791-7330,Todd,Deariso,,deariso@worthschools.net,229.776.8605,
2012,759,Worth County,0176,Worth County High School,H,09-12,406 W King St ,Sylvester,GA,31791-1129,406 W King St ,Sylvester,31791-1129,Stacey,Bell,L,sbell@worthschools.net,229.776.8625,229.776.8614
2012,759,Worth County,0193,Worth County Middle School,M,06-08,1305 N Isabella St ,Sylvester,GA,31791-7308,1305 N Isabella St ,Sylvester,31791-7308,Tiffany,Sevier,,tsevier@worthschools.net,229.776.8620,229.776.8624
2012,759,Worth County,0196,Worth County Primary School,E,PK-02,1304 N Isabella St ,Sylvester,GA,31791-7307,1304 N Isabella St ,Sylvester,31791-7307,Stacey,Rutledge,,srutledge@worthschools.net,229.776.8660,229.776.8665
2012,761,Atlanta Public Schools,0100,Brown Middle School,M,06-08,765 Peeples St SW,Atlanta,GA,30310-2603,765 Peeples St SW,Atlanta,30310-2603,Joyce,Thomas,,jhtomas@atlanta.k12.ga.us,404.802.6800,404.752.0041
2012,761,Atlanta Public Schools,0101,Parkside Elementary School,E,PK-05,685 Mercer St SE,Atlanta,GA,30312-3519,685 Mercer St SE,Atlanta,30312-3519,Phillip,Luck,,dsbattle@atlanta.k12.ga.us,404.802.4100,404.624.9855
2012,761,Atlanta Public Schools,0103,Heritage Academy Elementary,E,PK-05,3500 Villa Cir SE,Atlanta,GA,30354-2848,3500 Villa Cir SE,Atlanta,30354-2848,Trennis,Harvey,,nbernal@atlanta.k12.ga.us,404.802.8650,404.608.8321
2012,761,Atlanta Public Schools,0104,Dobbs Elementary School ,E,PK-05,2025 Jonesboro Rd SE ,Atlanta,GA,30315-6726,2025 Jonesboro Rd SE ,Atlanta,30315-6726,Peter,Settelmayer,,psettelmayer@atlantapublicschools.us,404.802.8050,404.624.2024
2012,761,Atlanta Public Schools,0105,Finch Elementary,E,PK-05,1114 Avon Ave SW ,Atlanta,GA,30310-3904,"111 Avon Avenue, S.W.",Atlanta,30310,Ennis,Harvey,,eharvey@atlantapublicschools.us,404.802.4000,404.752.5563
2012,761,Atlanta Public Schools,0106,Early College High School at Carver,H,09-12,55 McDonough Blvd SE ,Atlanta,GA,30315-2316,55 McDonough Blvd SE ,Atlanta,30315-2316,Marcene,Thornton,,mthornton@atlanta.k12.ga.us,404.802.4405,404.XXX.XXXX
2012,761,Atlanta Public Schools,0108,South Atlanta School of Health and Medical Science,H,09-12,800 Hutchens Rd SE ,Atlanta,GA,30354-2502,800 Hutchens Rd SE,Atlanta,30354-2502,Patricia,Ford,,Pford@atlanta.k12.ga.us,404.802.5050,
2012,761,Atlanta Public Schools,0112,"Booker T. Washington High School - Banking, Finance and Investment Small Sc",H,09-11,45 Whitehouse Dr SW,Atlanta,GA,30314-2934,45 Whitehouse Dr SW,Atlanta,30314-2934,Charcia,Nichols,,bhurst@atlanta.k12.ga.us,404.802.4600,
2012,761,Atlanta Public Schools,0113,Booker T. Washington - Early College Small School,H,09-11,45 Whitehouse Dr SW,Atlanta,GA,30314-2934,45 Whitehouse Dr SW,Atlanta,30314-2934,Vanessa,Nason,,bhurst@atlanta.k12.ga.us,404.802.4600,
2012,761,Atlanta Public Schools,0114,"Booker T. Washington High School - Health, Sciences and Nutrition Small Sch",H,09-11,45 Whitehouse Dr SW,Atlanta,GA,30314-2934,45 Whitehouse Dr SW,Atlanta,30314-2934,Samuel,Scavella,Patrick,bhurst@atlanta.k12.ga.us,404.802.4600,
2012,761,Atlanta Public Schools,0115,Kipp Strive Academy,M,05-07,1444 Lucile Ave SW,Atlanta,GA,30310-1217,1444 Lucile Ave SW,Atlanta,30310-1217,Ed,Chang,,echang@kippstrive.org,404.753.1530,
2012,761,Atlanta Public Schools,0116,Springdale Park Elementary School,E,PK-05,1246 Ponce de Leon Ave NE,Atlanta,GA,30306-4602,1246 Ponce de Leon Ave NE,Atlanta,30306-4602,Yolonda,Brown,,ycbrown@atlanta.k12.ga.us,404.802.7150,
2012,761,Atlanta Public Schools,0117,Atlanta Preparatory Academy,E,KK-07,569 Martin Luther King Jr Dr NW,Atlanta,GA,30314-4164,569 Martin Luther King Jr Dr NW,Atlanta,30314-4164,Lynnette,Walker,,lwalker@atlantaprepacademy.org,404.492.5362,
2012,761,Atlanta Public Schools,0118,The Best Academy at Benjamin S. Carson High School,H,09-10,1820 Mary Dell Dr SE,Atlanta,GA,30316-3639,1820 Mary Dell Dr SE,Atlanta,30316-3639,Boris,Hurst,,lshelton@atlanta.k12.ga.us,404.802.494,
2012,761,Atlanta Public Schools,0120,Coretta Scott King Young Women's Academy Middle School,M,06-08,1190 Northwest Dr Nw,Atlanta,GA,30318-4571,1190 Northwest Dr Nw,Atlanta,30318-4571,Dione,Simon,,dsimon@atlanta.k12.ga.us,404.802.4962,
2012,761,Atlanta Public Schools,0121,Coretta Scott King Young Women's Academy High School,H,09-10,1190 Northwest Dr Nw,Atlanta,GA,30318-4571,1190 Northwest Dr Nw,Atlanta,30318-4571,Termerion,McCrary,,tmccrary@atlanta.k12.ga.us,404.802.4900,
2012,761,Atlanta Public Schools,0122,KIPP VISION,M,05-06,660 McWilliams Rd SE,Atlanta,GA,30315-7544,660 McWilliams Rd SE,Atlanta,30315-7544,Steven,Jones,,sjones@kippvisionacademy.org,404.537.5252,
2012,761,Atlanta Public Schools,0123,Kindezi,E,KK-04,98 Anderson Ave NW,Atlanta,GA,30314-1820,98 Anderson Ave NW,Atlanta,30314-1820,Dean,Leeper,,deanleeper@kindezi.org,404.671.4920,
2012,761,Atlanta Public Schools,0124,Intown Charter Academy,E,KK-07,386 Pine St NE,Atlanta,GA,30308-2532,386 Pine St NE,Atlanta,30308-2532,Lola,Burse,,lola.burse@intown.edisonlearning.com,404.881.1030,
2012,761,Atlanta Public Schools,0173,Long Middle School,M,06-08,3200 Latona Dr SW,Atlanta,GA,30354-2316,3200 Latona Dr SW,Atlanta,30354-2316,Lisa,Hill,,lhill@atlantapublicschools.us,404.802.4800,404.669.2266
2012,761,Atlanta Public Schools,0180,Bunche Middle School,M,06-08,1925 Niskey Lake Rd SW,Atlanta,GA,30331-6413,1925 Niskey Lake Rd SW,Atlanta,30331-6413,Keisla,Tisdel,Andretta,afernander@atlanta.k12.ga.us,404.802.6700,404.346.2537
2012,761,Atlanta Public Schools,0182,Mays High School,H,09-12,3450 Benjamin E Mays Dr SW,Atlanta,GA,30331-1906,3450 Benjamin E Mays Dr SW,Atlanta,30331-1906,Tyronne,Smith,Martin,tmsmith@atlanta.k12.ga.us,404.802.5100,404.699.6781
2012,761,Atlanta Public Schools,0186,"Maynard H. Jackson, Jr. High School",H,09-12,801 Glenwood Ave SE,Atlanta,GA,30316-1813,801 Glenwood Ave SE,Atlanta,30316-1813,Shirlene,Carter,,scarter@atlanta.k12.ga.us,404.802.5200,404.624.2111
2012,761,Atlanta Public Schools,0188,Sylvan Hills Middle School,M,06-08,1461 Sylvan Rd SW,Atlanta,GA,30310-4124,1461 Sylvan Rd SW,Atlanta,30310-4124,Gwen,Atkinson,,gatkinson@atlanta.k12.ga.us,404.802.6200,404.756.2290
2012,761,Atlanta Public Schools,0192,North Atlanta High School,H,09-12,2875 Northside Dr NW,Atlanta,GA,30305-2807,2875 Northside Dr NW,Atlanta,30305-2807,Mark,Mygrant,,mmygrant@atlanta.k12.ga.us,404.802.4700,404.351.8763
2012,761,Atlanta Public Schools,0196,Cascade Elementary School,E,PK-05,2326 Venetian Dr SW,Atlanta,GA,30311-3336,2326 Venetian Dr SW,Atlanta,30311-3336,Alfonso,Jessie,,ajessie@atlanta.k12.ga.us,404.802.8100,404.752.0798
2012,761,Atlanta Public Schools,0199,Centennial Place Elementary School,E,KK-05,531 Luckie St NW,Atlanta,GA,30313-2401,531 Luckie St NW,Atlanta,30313-2401,Alison,Shelton,,ashelton@atlanta.k12.ga.us,404.802.8550,404.853.4089
2012,761,Atlanta Public Schools,0201,Charles R. Drew Charter School,E,PK-08,301 E Lake Blvd SE ,Atlanta,GA,30317-3152,301 E Lake Blvd SE ,Atlanta,30317-3152,Nicholas,Stapleton,,nstapleton@atlanta.edisonschools.com,404.687.0001,404.687.0480
2012,761,Atlanta Public Schools,0203,Herndon Elementary ,E,KK-05,350 Temple St NW,Atlanta,GA,30314-2721,350 Temple St NW,Atlanta,30314-2721,Toni,Pickett,,tpickett@atlanta.k12.ga.us,404.330.4967,404.730.9046
2012,761,Atlanta Public Schools,0204,Miles Elementary School,E,PK-05,4215 Bakers Ferry Rd SW,Atlanta,GA,30331-4401,4215 Bakers Ferry Rd SW,Atlanta,30331-4401,Christopher,Estes,,cestes@atlanta.k12.ga.us,404.802.8900,***.***.****
2012,761,Atlanta Public Schools,0205,Tech High School,H,09-12,1043 Memorial Dr SE ,Atlanta,GA,30316-1473,1043 Memorial Dr SE ,Atlanta,30316-1473,Graysen,Walles,,gwalles@techhighschool.org,678.904.5091,678.904.5095
2012,761,Atlanta Public Schools,0206,Atlanta Charter Middle School,M,06-08,820 Essie Ave SE ,Atlanta,GA,30316-2425,820 Essie Ave SE ,Atlanta,30316-2425,Matt,Underwood,,munderwood@atlantachartermiddle.com,678.904.0051,404.624.9907
2012,761,Atlanta Public Schools,0207,Hillside Conant School,H,02-12,690 Courtenay Dr NE ,Atlanta,GA,30306-3421,690 Courtenay Dr NE ,Atlanta,30306-3421,Christina,Kennedy,,ckennedy@hside.org ,404.875.4551,
2012,761,Atlanta Public Schools,0208,South Atlanta Law and Social Justice School,H,09-12,800 Hutchens Rd SE ,Atlanta,GA,30354-2502,800 Hutchens Rd SE,Atlanta,30354-2502,Peter,McKnight,,mbarber@atlanta.k12.ga.us,404.802.5045,
2012,761,Atlanta Public Schools,0212,KIPP Atlanta Collegiate,H,09-09,98 Anderson Avenue,Atlanta,GA,30314,98 Anderson Avenue,Atlanta,30314,Dave,Howland,,dhowland@kippatlantacollegiate.org,404.326.4858,
2012,761,Atlanta Public Schools,0282,Young Middle School,M,06-08,3116 Benjamin E Mays Dr SW,Atlanta,GA,30311-2234,3116 Benjamin E Mays Dr SW,Atlanta,30311-2234,Kelvin,Griffin,,kegriffin@atlanta.k12.ga.us,404.802.5900,404.699.6794
2012,761,Atlanta Public Schools,0288,Price Middle School,M,06-08,1670 Benjamin Weldon Bickers Dr SE,Atlanta,GA,30315-5102,1670 Benjamin Weldon Bickers Dr SE,Atlanta,30315-5102,Sterling,Christy,,schristy@atlanta.k12.ga.us,404.802.6300,404.624.2118
2012,761,Atlanta Public Schools,0296,Perkerson Elementary School,E,PK-05,2040 Brewer Blvd SW,Atlanta,GA,30310-5055,2040 Brewer Blvd SW,Atlanta,30310-5055,Jermaine,Dawson,,jdawson@atlanta.k12.ga.us,404.802.3950,404.756.3996
2012,761,Atlanta Public Schools,0303,Bolton Academy,E,PK-05,2268 Adams Dr NW ,Atlanta,GA,30318-1918,2268 Adams Dr NW ,Atlanta,30318-1918,Laura,Strickling,,lstrickling@atlanta.k12.ga.us,404.802.8350,***.***.****
2012,761,Atlanta Public Schools,0304,Deerwood Academy School,E,PK-05,3070 Fairburn Rd SW,Atlanta,GA,30331-5503,3070 Fairburn Rd SW,Atlanta,30331-5503,Noletha,High,,nhigh@atlanta.k12.ga.us,404.802.3300,404.349.6736
2012,761,Atlanta Public Schools,0305,Burgess-Peterson Elementary School,E,PK-05,480 Clifton St SE,Atlanta,GA,30316-1736,480 Clifton St SE,Atlanta,30316-1736,Robin ,Robbins,,rcrobbins@atlanta.k12.ga.us,404.802.3400,xxx.xxx.xxxx
2012,761,Atlanta Public Schools,0306,School of Technology at Carver,H,09-12,55 McDonough Blvd SE ,Atlanta,GA,30315-2316,55 McDonough Blvd SE ,Atlanta,30315-2316,Rodney,Ray,,rrray@atlanta.k12.ga.us,404.802.4410,..
2012,761,Atlanta Public Schools,0373,King Middle School,M,06-08,545 Hill St SE ,Atlanta,GA,30312-3003,545 Hill St SE ,Atlanta,30312-3003,Peter,McKnight,,pmcknight@atlanta.k12.ga.us,404.802.5400,404.330.4196
2012,761,Atlanta Public Schools,0403,APS-Forrest Hills Academey,H,06-11,2930 Forrest Hills Dr SW,Atlanta,GA,30315-9027,2930 Forrest Hills Dr SW,Atlanta,30315-9027,Robert,Robbins,,rrobbins@atlanta.k12.ga.us,404.591.7275,404.792.5998
