Division  Num ,Division Name ,NCES School Num ,School  Num ,School Name ,Low  Grades ,High  Grades ,Division  Description ,School Description ,Grade  Standard ,Schedule ,Principal ,Address1 ,City ,State ,Zip ,Phone  Number ,Fall  Membership  Schools,Address
89,Stafford County Public Schools,5.10E+11,426,Rodney E. Thompson Middle,6,8,Local Education Agency,Public school - Regular,Middle,7 period,Dr. Andrew T. Grider ,75 Walpole St,Stafford,VA,22554,540-658-6420,Membership,
89,Stafford County Public Schools,5.10E+11,440,Shirley C. Heim Middle,6,8,Local Education Agency,Public school - Regular,Middle,7 period,Ms. Mary Grace McGraw ,320 Telegraph Road,Stafford,VA,22554,540-658-5910,Membership,
89,Stafford County Public Schools,,8888,Special Situation Schools,,,Local Education Agency,Unknown,,,   ,,,,,,Non-Membership,
89,Stafford County Public Schools,,900,Stafford Academy for Technolgy (STAT),,,Local Education Agency,Public center - STEM Academy,,,   ,31 Stafford Avenue,Stafford,VA,22554,540-658-6672,Non-Membership,
89,Stafford County Public Schools,5.10E+11,111,Stafford Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Mary P. Foreman ,1349 Courthouse Rd,Stafford,VA,22554,540-658-6340,Membership,
89,Stafford County Public Schools,5.10E+11,112,Stafford Middle,6,8,Local Education Agency,Public school - Regular,Middle,7 period,Mr. Mark J. Smith ,101 Spartan Dr,Stafford,VA,22554,540-658-6210,Membership,
89,Stafford County Public Schools,5.10E+11,20,Stafford Senior High,9,12,Local Education Agency,Public school - Regular,High,7 period,Mr. Joseph R. Lewis ,33 Stafford Indian Lane,Fredericksburg,VA,22405,540-371-7200,Membership,
89,Stafford County Public Schools,5.10E+11,162,T. Benton Gayle Middle,6,8,Local Education Agency,Public school - Regular,Middle,7 period,Ms. Winona R. Lloyd ,100 Panther Drive,Fredericksburg,VA,22406,540-373-0383,Membership,
89,Stafford County Public Schools,5.10E+11,50,Widewater Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Kristen McKinney Nash ,101 Den Rich Rd,Stafford,VA,22554,540-658-6380,Membership,
89,Stafford County Public Schools,5.10E+11,423,Winding Creek Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mr. Elliot F. Bolles ,475 Winding Creek Rd,Stafford,VA,22554,540-658-6400,Membership,
126,Staunton Public Schools,5.10E+11,40,Arthur R. Ware Elementary,KG,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Sharon  Barker ,330 Grubert Avenue,Staunton,VA,24401,540-332-3938,Membership,
126,Staunton Public Schools,5.10E+11,70,Bessie Weller Elementary,KG,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mr. Chris  Bryant ,600 Greenville Ave,Staunton,VA,24401,540-332-3940,Membership,
126,Staunton Public Schools,,9997,Local or Regional Jail,KG,12,Local Education Agency,Local or Regional Jail,Combined,,   ,P.O. Box 900,Staunton,VA,24402,540-332-3920,Membership,
126,Staunton Public Schools,5.10E+11,30,Robert E. Lee High,9,12,Local Education Agency,Public school - Regular,High,4X4,Dr. Mark  Rowicki ,1200 N Coalter St,Staunton,VA,24401,540-332-3926,Membership,
126,Staunton Public Schools,5.10E+11,110,Shelburne Middle,6,8,Local Education Agency,Public school - Regular,Middle,7 A/B,Mr. Robert  Craft ,300 Grubert Ave,Staunton,VA,24401,540-332-3930,Membership,
126,Staunton Public Schools,,8888,Special Situation Schools,,,Local Education Agency,Unknown,,,   ,,,,,,Non-Membership,
126,Staunton Public Schools,5.10E+11,41,Staunton City School PreSchool Programs,PK,PK,Local Education Agency,Public school - Preschool,Elementary,Traditional Elementary,   ,Dixon Educational Center,Staunton,VA,24401,540-332-3934,Membership,
126,Staunton Public Schools,5.10E+11,90,Thomas C. McSwain Elementary,KG,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Kimberly  Crocker ,1101 N Coalter St,Staunton,VA,24401,540-332-3936,Membership,
127,Suffolk Public Schools,5.10E+11,440,Creekside Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Katrina  Rountree-Bowers ,1000 Bennetts Creek Park Road,Suffolk,VA,23435,757-923-4251,Membership,
127,Suffolk Public Schools,5.10E+11,80,Driver Elementary,2,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Melodie  Griffin ,4270 Driver Lane,Suffolk,VA,23435,757-923-4106,Membership,
127,Suffolk Public Schools,5.10E+11,210,Elephant's Fork Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,   ,2316 William Reid Dr,Suffolk,VA,23434,757-923-5250,Membership,
127,Suffolk Public Schools,5.10E+11,90,Florence Bowser Elementary,PK,1,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Frances  Barnes ,4540 Nansemond Pkwy,Suffolk,VA,23435,757-923-4164,Membership,
127,Suffolk Public Schools,5.10E+11,390,Forest Glen Middle,6,8,Local Education Agency,Public school - Regular,Middle,6 period,Mr. Melvin  Bradshaw ,200 Forest Glen Dr,Suffolk,VA,23434,757-925-5780,Membership,
127,Suffolk Public Schools,5.10E+11,450,Hillpoint Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mr. Ronald  Leigh ,1101 Hillpoint Rd,Suffolk,VA,23434,757-925-6750,Membership,
127,Suffolk Public Schools,5.10E+11,370,John F. Kennedy Middle,6,8,Local Education Agency,Public school - Regular,Middle,6 period,Ms. Vivian P. Covington ,2325 E Washington St,Suffolk,VA,23434,757-934-6212,Membership,
127,Suffolk Public Schools,5.10E+11,380,John Yeates Middle,6,8,Local Education Agency,Public school - Regular,Middle,6 period,Mr. Daniel  O'Leary ,4901 Bennetts Pasture Rd,Suffolk,VA,23435,757-923-4105,Membership,
127,Suffolk Public Schools,5.10E+11,230,Kilby Shores Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Dr. Seazante  Oliver ,111 Kilby Shores Dr,Suffolk,VA,23434,757-934-6214,Membership,
127,Suffolk Public Schools,5.10E+11,395,King`s Fork High,9,12,Local Education Agency,Public school - Regular,High,7 A/B,   ,351 King's Fork Rd.,Suffolk,VA,23434,757-923-5240,Membership,
127,Suffolk Public Schools,5.10E+11,393,King`s Fork Middle,6,8,Local Education Agency,Public school - Regular,Middle,6 period,Ms. Jennifer K. Presson ,350 Kings Fork Rd.,Suffolk,VA,23434,757-923-5246,Membership,
127,Suffolk Public Schools,5.10E+11,300,Lakeland High,9,12,Local Education Agency,Public school - Regular,High,7 A/B,Mr. Thomas A. Whitley ,214 Kenyon Rd,Suffolk,VA,23434,757-925-5790,Membership,
127,Suffolk Public Schools,,9997,Local Or Regional Jail,KG,12,Local Education Agency,Local or Regional Jail,Combined,,   ,P.O. Box 1549,Suffolk,VA,23439,757-925-5635,Membership,
127,Suffolk Public Schools,5.10E+11,330,Mack Benn Jr. Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mr. Keith  Hubbard ,1253 Nansemond Pkwy,Suffolk,VA,23434,757-934-6224,Membership,
127,Suffolk Public Schools,5.10E+11,220,Nansemond Parkway Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Chanel S. Bryant ,3012 Nansemond Pkwy,Suffolk,VA,23434,757-923-4167,Membership,
127,Suffolk Public Schools,5.10E+11,240,Nansemond River High,9,12,Local Education Agency,Public school - Regular,High,7 A/B,Mr. Thomas W. McLemore ,3301 Nansemond Pkwy,Suffolk,VA,23435,757-923-4101,Membership,
127,Suffolk Public Schools,5.10E+11,391,Northern Shores Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Tara  Moore ,6701 Respass Beach Rd,Suffolk,VA,23435,757-923-4169,Membership,
127,Suffolk Public Schools,5.10E+11,70,Oakland Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Christopher  Phillips ,5505 Godwin Blvd,Suffolk,VA,23434,757-923-5248,Membership,
127,Suffolk Public Schools,5.10E+11,50,Oakland Elementary School,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Temesha  Dabney ,5505 Godwin Blvd,Suffolk,VA,23434,757-923-5248,Membership,
127,Suffolk Public Schools,5.10E+11,280,Southwestern Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Cheryl  Riddick ,9301 Southwestern Blvd,Suffolk,VA,23437,757-934-6213,Membership,
127,Suffolk Public Schools,,8888,Special Situation Schools,,,Local Education Agency,Unknown,,,   ,,,,,757-000-0000,Non-Membership,
127,Suffolk Public Schools,,394,Suffolk Re-Ed,,,Local Education Agency,SNP feeding site,,,   ,2327 East Washington,Suffolk,VA,23434,757-925-6750,Non-Membership,
127,Suffolk Public Schools,5.10E+11,392,Turlington Woods Alternative,,,Local Education Agency,Public center - Alternative,,4X4,Mrs. Pamela B. Lipscomb ,629 Turlington Rd,Suffolk,VA,23434,757-934-6215,Non-Membership,
90,Surry County Public Schools,5.10E+11,30,Luther P. Jackson Middle,5,8,Local Education Agency,Public school - Regular,Combined,7 period,Dr. Charlome R. Pierce ,4255 New Design Rd,Dendron,VA,23839,757-267-2810,Membership,
90,Surry County Public Schools,,8888,Special Situation Schools,,,Local Education Agency,Unknown,,,   ,,,,,,Non-Membership,
90,Surry County Public Schools,5.10E+11,10,Surry County High,9,12,Local Education Agency,Public school - Regular,High,4X4,Mrs. Rita P. Holmes ,1675 Hollybush Rd,Dendron,VA,23839,757-267-2211,Membership,
90,Surry County Public Schools,5.10E+11,20,Surry Elementary,PK,4,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Geraldine V. Bailey ,1600 Hollybush Rd,Dendron,VA,23839,757-267-2558,Membership,
91,Sussex County Public Schools,,9997,Local or Regional Jail,KG,12,Local Education Agency,Local or Regional Jail,Combined,,   ,P.O. Box 1368,Sussex,VA,23884,804-246-5511,Membership,
91,Sussex County Public Schools,,8888,Special Situation Schools,,,Local Education Agency,Unknown,,,   ,,,,,,Non-Membership,
91,Sussex County Public Schools,,483,Sussex Central Elementary School,KG,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Diane N. Brown ,21392 Sussex Drive,Sussex,VA,23884,434-246-1099,Membership,
91,Sussex County Public Schools,5.10E+11,340,Sussex Central High,9,12,Local Education Agency,Public school - Regular,High,8 A/B,Julius  Hamlin ,PO Box 1307,Sussex,VA,23884,434-246-6051,Membership,
91,Sussex County Public Schools,,482,Sussex Central Middle School,6,8,Local Education Agency,Public school - Regular,Middle,8 A/B,Morris  Taylor ,21356 Sussex Drive,Sussex,VA,23884,434-246-2251,Membership,
92,Tazewell County Public Schools,5.10E+11,1020,Abb's Valley-Boissevain Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mr. Rodney  Gillespie ,P. O. Box 69,Boissevain,VA,24606,276-945-5969,Membership,
92,Tazewell County Public Schools,5.10E+11,830,Cedar Bluff Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Charity  McDaniel ,P.O. Box 1400,Cedar Bluff,VA,24609,276-963-5765,Membership,
92,Tazewell County Public Schools,5.10E+11,750,Dudley Primary,PK,2,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Susan  Maupin ,1840 Tazewell Ave,Bluefield,VA,24605,276-326-1507,Membership,
92,Tazewell County Public Schools,5.10E+11,940,Graham High,9,12,Local Education Agency,Public school - Regular,High,7 period,Mr. John  O'Neal ,210 Valleydale,Bluefield,VA,24605,276-326-1235,Membership,
92,Tazewell County Public Schools,5.10E+11,960,Graham Intermediate,3,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mr. Todd  Baker ,808 Greever Ave,Bluefield,VA,24605,276-326-3737,Membership,
92,Tazewell County Public Schools,5.10E+11,10,Graham Middle,6,8,Local Education Agency,Public school - Regular,Middle,8 period,Lee  Salyers ,#1 Academic Cir,Bluefield,VA,24605,276-326-1101,Membership,
92,Tazewell County Public Schools,,9997,Local or Regional Jail,9,12,Local Education Agency,Local or Regional Jail,High,,   ,209 W. Fincastle Turnpike,Tazewell,VA,24651,276-988-5511,Membership,
92,Tazewell County Public Schools,5.10E+11,450,North Tazewell Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Irene  Mullins ,300 West Riverside Drive,North Tazewell,VA,24630,276-988-4510,Membership,
92,Tazewell County Public Schools,5.10E+11,920,Raven Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Blendia  Walls ,122 School Street,Raven,VA,24639,276-964-9437,Membership,
92,Tazewell County Public Schools,5.10E+11,822,Richlands Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Wendy  Barringer ,309 East Front St,Richlands,VA,24641,276-964-4112,Membership,
92,Tazewell County Public Schools,5.10E+11,821,Richlands High,9,12,Local Education Agency,Public school - Regular,High,7 period,Mrs. Kimberly  Ringstaff ,138 Tornado Alley,Richlands,VA,24641,276-964-4602,Membership,
92,Tazewell County Public Schools,5.10E+11,823,Richlands Middle,6,8,Local Education Agency,Public school - Regular,Middle,8 period,Mr. Glayde  Brown ,185 Learning Lane,Richlands,VA,24614,276-963-5370,Membership,
92,Tazewell County Public Schools,,8888,Special Situation Schools,,,Local Education Agency,Unknown,,,   ,,,,,276-988-5511,Non-Membership,
92,Tazewell County Public Schools,5.10E+11,980,Springville Elementary,KG,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mr. Rodney  Gillespie ,144 Schoolhouse Road,North Tazewell,VA,24630,276-322-5900,Membership,
92,Tazewell County Public Schools,5.10E+11,1050,Tazewell County Career & Technical Center,,,Local Education Agency,Public center - Career and Technical Ed.,,6 period,Dr. Chris  Stacy ,260 Advantage Road,Tazewell,VA,24651,276-988-2529,Non-Membership,
92,Tazewell County Public Schools,5.10E+11,1030,Tazewell Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Suzanne  Grindstaff ,175 Parkview Drive,Tazewell,VA,24651,276-988-4441,Membership,
92,Tazewell County Public Schools,5.10E+11,890,Tazewell High,9,12,Local Education Agency,Public school - Regular,High,7 period,Rodney  Reid ,167 Cosby Blvd,Tazewell,VA,24651,276-988-6502,Membership,
92,Tazewell County Public Schools,5.10E+11,100,Tazewell Middle,6,8,Local Education Agency,Public school - Regular,Middle,8 period,Sarah  Reid ,367 Hope Street,Tazewell,VA,24651,276-988-6513,Membership,
128,Virginia Beach Public Schools,5.10E+11,1042,Adult Learning Ctr.,,,Local Education Agency,Public center - Alternative,,,   ,4160 Virginia Beach Blvd,Virginia Beach,VA,23452,757-648-6050,Non-Membership,
128,Virginia Beach Public Schools,5.10E+11,1048,Advanced Technology Center,,,Local Education Agency,Public center - Career and Technical Ed.,,,Mr. Michael D. Taylor ,1800 College Crescent,Virginia Beach,VA,23453,757-648-5800,Non-Membership,
128,Virginia Beach Public Schools,5.10E+11,590,Alanton Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Sean  Walker ,1441 Stephens Rd,Virginia Beach,VA,23454,757-648-2000,Membership,
128,Virginia Beach Public Schools,5.10E+11,550,Arrowhead Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Constance  James ,5549 Susquehanna Dr,Virginia Beach,VA,23462,757-648-2040,Membership,
128,Virginia Beach Public Schools,5.10E+11,280,Bayside Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Catherine  Brumm ,5649 Bayside Rd,Virginia Beach,VA,23455,757-648-2080,Membership,
128,Virginia Beach Public Schools,5.10E+11,530,Bayside High,9,12,Local Education Agency,Public school - Regular,High,8 A/B,James D Miller ,4960 Haygood Rd,Virginia Beach,VA,23455,757-648-5200,Membership,
128,Virginia Beach Public Schools,5.10E+11,700,Bayside Middle,6,8,Local Education Agency,Public school - Regular,Middle,7 period,Ms. Paula  Johnson ,965 Newtown Rd,Virginia Beach,VA,23462,757-648-4400,Membership,
128,Virginia Beach Public Schools,5.10E+11,60,Birdneck Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mr. Irv  Beard ,957 S Birdneck Rd,Virginia Beach,VA,23451,757-648-2120,Membership,
128,Virginia Beach Public Schools,5.10E+11,790,Brandon Middle,6,8,Local Education Agency,Public school - Regular,Middle,7 period,Christy  McQueeney ,1700 Pope St,Virginia Beach,VA,23464,757-648-4450,Membership,
128,Virginia Beach Public Schools,5.10E+11,630,Brookwood Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mike  Taylor ,601 S Lynnhaven Rd,Virginia Beach,VA,23452,757-648-2160,Membership,
128,Virginia Beach Public Schools,5.10E+11,40,Centerville Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mr. Thomas H. Chowns ,2201 Centerville Tnpk,Virginia Beach,VA,23464,757-648-2200,Membership,
128,Virginia Beach Public Schools,5.10E+11,990,Christopher Farms Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Teri A. Breaux ,2828 Pleasant Acres Dr,Virginia Beach,VA,23453,757-648-2240,Membership,
128,Virginia Beach Public Schools,5.10E+11,720,College Park Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Sheila  Wynn ,1110 Bennington Rd,Virginia Beach,VA,23464,757-648-2280,Membership,
128,Virginia Beach Public Schools,5.10E+11,1041,Corporate Landing Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mr. Benjamin L. Gillikin ,1590 Corporate Landing Pkwy,Virginia Beach,VA,23454,757-648-2370,Membership,
128,Virginia Beach Public Schools,5.10E+11,980,Corporate Landing Middle,6,8,Local Education Agency,Public school - Regular,Middle,7 period,Mr. Freddie P. Alarcon Jr.,1597 Corporate Landing Pkwy,Virginia Beach,VA,23454,757-648-4500,Membership,
128,Virginia Beach Public Schools,5.10E+11,230,Creeds Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mr. Robin D. Davenport ,920 Princess Anne Rd,Virginia Beach,VA,23457,757-426-7792,Membership,
128,Virginia Beach Public Schools,5.10E+11,106,Diamond Springs Elementary,PK,1,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Gloria F. Coston ,5225 Learning Circle,Virginia Beach,VA,23462,757-648-4240,Membership,
128,Virginia Beach Public Schools,5.10E+11,780,Fairfield Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mr. Douglas  Knapp ,5428 Providence Rd,Virginia Beach,VA,23464,757-648-2480,Membership,
128,Virginia Beach Public Schools,5.10E+11,610,First Colonial High,9,12,Local Education Agency,Public school - Regular,High,8 A/B,Dr. Nancy  Farrell ,1272 Mill Dam Rd,Virginia Beach,VA,23454,757-648-5300,Membership,
128,Virginia Beach Public Schools,5.10E+11,440,Floyd Kellam High,9,12,Local Education Agency,Public school - Regular,High,8 A/B,Mr. Bruce A. Biehl ,2323 Holland Rd,Virginia Beach,VA,23456,757-648-5400,Membership,
128,Virginia Beach Public Schools,5.10E+11,30,Frank W. Cox High,9,12,Local Education Agency,Public school - Regular,High,8 A/B,Dr. Randi R. Riesbeck ,2425 Shorehaven Dr,Virginia Beach,VA,23454,757-648-5250,Membership,
128,Virginia Beach Public Schools,5.10E+11,870,Glenwood Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Susan W. Stuhlman ,2213 Round Hill Dr,Virginia Beach,VA,23464,757-648-2520,Membership,
128,Virginia Beach Public Schools,,1031,Gov STEM Academy for Engineering, Marketing and Information Technology Studies,,,Local Education Agency,Public center - STEM Academy,,,   ,,Virginia Beach,VA,23456,757-648-5505,Non-Membership
128,Virginia Beach Public Schools,5.10E+11,430,Great Neck Middle,6,8,Local Education Agency,Public school - Regular,Middle,7 period,Dr. Eugene F. Soltner ,1848 North Great Neck Rd,Virginia Beach,VA,23454,757-648-4550,Membership,
128,Virginia Beach Public Schools,5.10E+11,1050,Green Run Collegiate,9,12,Local Education Agency,Public school - Charter,High,,Ms. Barbara  Winn ,1700 Dahlia Drive,Virginia Beach,VA,23453,757-263-1264,Membership,
128,Virginia Beach Public Schools,5.10E+11,770,Green Run Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Joy  Byrd-Butler ,1200 Green Garden Circle,Virginia Beach,VA,23456,757-648-2560,Membership,
128,Virginia Beach Public Schools,5.10E+11,10,Green Run High,9,12,Local Education Agency,Public school - Regular,High,8 A/B,Mr. Todd  Tarkenton ,1700 Dahlia Dr,Virginia Beach,VA,23456,757-648-5350,Membership,
128,Virginia Beach Public Schools,5.10E+11,540,Hermitage Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Holly J. Coggin ,1701 Pleasure House Road,Virginia Beach,VA,23455,757-648-2600,Membership,
128,Virginia Beach Public Schools,5.10E+11,600,Holland Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Dr. Callie M. Richardson ,3340 Holland Rd,Virginia Beach,VA,23452,757-648-2460,Membership,
128,Virginia Beach Public Schools,5.10E+11,740,Independence Middle,6,8,Local Education Agency,Public school - Regular,Middle,7 period,Mr. Carey  Manugo ,1370 Dunstan Ln,Virginia Beach,VA,23455,757-648-4600,Membership,
128,Virginia Beach Public Schools,5.10E+11,800,Indian Lakes Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Jennifer  Born ,1240 Homestead Dr,Virginia Beach,VA,23464,757-648-2680,Membership,
128,Virginia Beach Public Schools,5.10E+11,360,John B. Dey Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Elizabeth  Bianchi ,1900 N Great Neck Road,Virginia Beach,VA,23454,757-648-2440,Membership,
128,Virginia Beach Public Schools,5.10E+11,80,Kemps Landing Magnet,6,8,Local Education Agency,Public school - Regular,Middle,7 period,Charles  Foster ,4722 Jericho Rd,Virginia Beach,VA,23462,757-648-4650,Membership,
128,Virginia Beach Public Schools,5.10E+11,450,Kempsville Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Lori  Hasher ,570 Kempsville Rd,Virginia Beach,VA,23464,757-648-2720,Membership,
128,Virginia Beach Public Schools,5.10E+11,620,Kempsville High,9,12,Local Education Agency,Public school - Regular,High,8 A/B,Mr. William W. Harris ,5194 Chief Trail,Virginia Beach,VA,23464,757-648-5450,Membership,
128,Virginia Beach Public Schools,5.10E+11,410,Kempsville Meadows Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mr. Douglas S. Daughtry ,736 Edwin Dr,Virginia Beach,VA,23462,757-474-8435,Membership,
128,Virginia Beach Public Schools,5.10E+11,690,Kempsville Middle,6,8,Local Education Agency,Public school - Regular,Middle,7 period,Ms. Patti  Jenkins ,860 Churchill Dr,Virginia Beach,VA,23464,757-648-4700,Membership,
128,Virginia Beach Public Schools,5.10E+11,420,King's Grant Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Dr. Sophia V. Stubblefield ,612 N Lynnhaven Rd,Virginia Beach,VA,23452,757-648-2800,Membership,
128,Virginia Beach Public Schools,5.10E+11,580,Kingston Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Babette  Brinkley ,3532 Kings Grant Rd,Virginia Beach,VA,23452,757-648-2840,Membership,
128,Virginia Beach Public Schools,5.10E+11,932,Landstown Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mr. Patrick Ivy Wroton ,2212 Recreation Dr,Virginia Beach,VA,23456,757-648-2880,Membership,
128,Virginia Beach Public Schools,5.10E+11,1030,Landstown High,9,12,Local Education Agency,Public school - Regular,High,8 A/B,Mr. Brian K. Matney ,2001 Concert Dr.,Virginia Beach,VA,23456,757-468-3800,Membership,
128,Virginia Beach Public Schools,5.10E+11,931,Landstown Middle,6,8,Local Education Agency,Public school - Regular,Middle,7 period,Mr. John T. Parkman ,2204 Recreation Dr,Virginia Beach,VA,23456,757-648-4750,Membership,
128,Virginia Beach Public Schools,5.10E+11,970,Larkspur Middle,6,8,Local Education Agency,Public school - Regular,Middle,7 period,Matthew  Delaney ,4696 Princess Anne Rd,Virginia Beach,VA,23462,757-648-4800,Membership,
128,Virginia Beach Public Schools,5.10E+11,330,Linkhorn Park Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Barbara  Sessoms ,977 First Colonial Rd,Virginia Beach,VA,23454,757-648-2920,Membership,
128,Virginia Beach Public Schools,,9997,Local or Regional Jail,KG,12,Local Education Agency,Local or Regional Jail,Combined,,   ,P.O. Box 6038,VA Beach,VA,23456,757-437-6232,Membership,
128,Virginia Beach Public Schools,5.10E+11,460,Luxford Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Joanne T. D'Agostino ,4808 Haygood Rd,Virginia Beach,VA,23455,757-473-5014,Membership,
128,Virginia Beach Public Schools,5.10E+11,520,Lynnhaven Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Katherine R. Everett ,210 Dillon Dr,Virginia Beach,VA,23452,757-648-3000,Membership,
128,Virginia Beach Public Schools,5.10E+11,730,Lynnhaven Middle,6,8,Local Education Agency,Public school - Regular,Middle,7 period,Dr. Violet B. Hoyle ,1250 Bayne Dr,Virginia Beach,VA,23454,757-648-4850,Membership,
128,Virginia Beach Public Schools,5.10E+11,500,Malibu Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mr. Michael A. Maloney ,3632 Edinburgh Dr,Virginia Beach,VA,23452,757-431-4098,Membership,
128,Virginia Beach Public Schools,5.10E+11,1020,New Castle Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Dr. Lesley  Hughes ,4136 Dam Neck Road,Virginia Beach,VA,23456,757-648-3080,Membership,
128,Virginia Beach Public Schools,5.10E+11,710,Newtown Elementary,2,3,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Lavern  Chatman ,5277 Learning Circle,Virginia Beach,VA,23462,757-648-3120,Membership,
128,Virginia Beach Public Schools,5.10E+11,760,North Landing Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Julie A. Risney ,2929 N Landing Rd,Virginia Beach,VA,23456,757-648-3160,Membership,
128,Virginia Beach Public Schools,5.10E+11,880,Ocean Lakes Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Dr. Linda  Reese ,1616 Upton Dr,Virginia Beach,VA,23454,757-648-3200,Membership,
128,Virginia Beach Public Schools,5.10E+11,960,Ocean Lakes High,9,12,Local Education Agency,Public school - Regular,High,8 A/B,Dr. Cheryl C. Askew ,885 Schuman Drive,Virginia Beach,VA,23454,757-648-5550,Membership,
128,Virginia Beach Public Schools,5.10E+11,570,Old Donation Center,2,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Dr. Kelly A. Hedrick ,1008 Ferry Plantation Rd,Virginia Beach,VA,23455,757-473-5043,Membership,
128,Virginia Beach Public Schools,5.10E+11,820,Parkway Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Nanocie M. Diggs ,4180 O'Hare Dr,Virginia Beach,VA,23456,757-648-3280,Membership,
