Address,Website,District Number,District Name,School Number,School Name,Total Points 2013,Scale,Did this School Benefit from the One-Letter-Grade-Drop Protection?,Marker_Type,Preliminary Grade 2013,Grade 2012,Grade 2011,Grade 2010,Grade 2009,Grade 2008,Grade 2007,Grade 2006,Grade 2005,Grade 2004,Grade 2003,Grade 2002,Grade 2001,Grade 2000,Grade 1999,Charter,School Type,Free or Reduced-Price Lunch Rate,Minority Rate,Region,Title I,Alt/ESE Code
"HAMMOND ELEMENTARY SCHOOL 947 NE 6TH ST, CRYSTAL RIVER, FL, 34428-4423",http://www.citrus.k12.fl.us/crp/                                                                    ,29,HILLSBOROUGH,102,HAMMOND ELEMENTARY SCHOOL,595,800,NA,measle_turquoise,C,C,B,C,C,C,B,B,C,C,C,C,C,C,C,NO,2,90,78,4,YES,N
"MCDONALD ELEMENTARY SCHOOL 9600 MIRAMAR BLVD, MIRAMAR, FL, 33025-4203",                                                                                                    ,29,HILLSBOROUGH,2871,MCDONALD ELEMENTARY SCHOOL,395,800,YES,measle_turquoise,C,C,C,A,C,A,C,C,B,B,A,B,A,C,C,NO,2,86,82,3,YES,N
"BELLAMY ELEMENTARY SCHOOL 9720 WILSKY BLVD, TAMPA, FL, 33615-1339",                                                                                                    ,29,HILLSBOROUGH,1776,BELLAMY ELEMENTARY SCHOOL,495,800,YES,measle_turquoise,C,B,A,C,C,A,B,B,C,,,,,,,NO,1,91,96,3,YES,N
"STATE COLLEGE OF FLORIDA COLLEGIATE SCHOOL , FT. LAUDERDALE, FL, 33316-2676",                                                                                                    ,41,MANATEE,2141,STATE COLLEGE OF FLORIDA COLLEGIATE SCHOOL,620,900,NA,small_yellow,B,A,A,A,A,A,A,A,A,A,A,A,N,,,NO,2,68,93,5,NO,N
"BRADEN RIVER MIDDLE SCHOOL , FT. LAUDERDALE, FL, 33317-5823",                                                                                                    ,41,MANATEE,652,BRADEN RIVER MIDDLE SCHOOL,560,900,NA,small_yellow,B,A,A,A,A,A,A,A,B,A,B,B,D,D,D,NO,1,88,99,5,YES,N
"BRADEN RIVER HIGH SCHOOL , MIAMI BEACH, FL, 33139-8105",                                                                                                    ,41,MANATEE,762,BRADEN RIVER HIGH SCHOOL,Pending,Pending,Pending,small_yellow,B,A,A,A,A,B,A,A,A,A,A,A,B,C,C,NO,1,88,98,5,YES,N
"TARA ELEMENTARY SCHOOL , OAKLAND PARK, FL, 33311-2998",                                                                                                    ,41,MANATEE,681,TARA ELEMENTARY SCHOOL,435,800,YES,small_yellow,B,A,A,A,A,B,A,A,A,A,A,A,A,A,C,NO,1,81,88,5,YES,N
"LAKEWOOD RANCH HIGH SCHOOL , PANAMA CITY BEACH, FL, 32407-3224",                                                                                                    ,41,MANATEE,721,LAKEWOOD RANCH HIGH SCHOOL,Pending,Pending,Pending,small_yellow,B,A,A,A,A,A,B,A,A,A,C,B,A,C,C,NO,1,72,96,5,NO,N
"BALLARD ELEMENTARY SCHOOL 1000 W WELDON ST, STARKE, FL, 32091-1444",www.mybradford.us/starke                                                                            ,41,MANATEE,51,BALLARD ELEMENTARY SCHOOL,403,800,NA,small_yellow,B,B,A,D,,,,,,,,,,,,YES,1,73,85,5,YES,N
"KINNAN ELEMENTARY SCHOOL 1104 BALBOA AVE, PANAMA CITY, FL, 32401-2017",www.nbhca.ws                                                                                        ,41,MANATEE,741,KINNAN ELEMENTARY SCHOOL,473,800,NA,small_yellow,B,A,A,A,A,A,A,A,A,A,A,A,C,C,C,NO,1,69,84,5,NO,N
"ROWLETT MAGNET ELEMENTARY SCHOOL 1104 BALBOA AVE, PANAMA CITY, FL, 32401-2017",www.nbhca.ws                                                                                        ,41,MANATEE,751,ROWLETT MAGNET ELEMENTARY SCHOOL,495,800,YES,small_yellow,B,A,D,A,A,B,C,B,A,C,C,B,D,D,F,NO,4,94,96,5,YES,N
"FREEDOM ELEMENTARY SCHOOL 1118 MAGNOLIA AVE, PANAMA CITY, FL, 32401-2815",                                                                                                    ,41,MANATEE,781,FREEDOM ELEMENTARY SCHOOL,499,800,NA,small_yellow,B,A,A,D,,,,,,,,,,,,YES,4,89,99,5,YES,N
"WILLIAM H. BASHAW ELEMENTARY 1175 MIDDLE RIVER DR, FORT LAUDERDALE, FL, 33304-1552",                                                                                                    ,41,MANATEE,641,WILLIAM H. BASHAW ELEMENTARY,435,800,YES,small_yellow,B,A,A,A,A,A,A,A,A,A,B,A,A,D,F,NO,1,93,99,5,YES,N
"BAYSHORE ELEMENTARY SCHOOL 1200 HARRISON AVE, PANAMA CITY, FL, 32401-2433",                                                                                                    ,41,MANATEE,61,BAYSHORE ELEMENTARY SCHOOL,411,800,NA,small_yellow,B,A,A,B,B,A,A,A,A,B,B,C,D,D,D,NO,1,98,100,5,YES,N
"SAMOSET ELEMENTARY SCHOOL 1201 SE 43RD ST, GAINESVILLE, FL, 32641-7661",http://www.sbac.edu/pages/ACPS                                                                      ,41,MANATEE,421,SAMOSET ELEMENTARY SCHOOL,281,800,NA,small_yellow,B,A,A,A,A,A,A,A,A,A,A,B,A,C,A,NO,1,85,97,5,YES,N
"SARA SCOTT HARLLEE MIDDLE SCHOOL 1203 SW 250TH ST, NEWBERRY, FL, 32669-5238",http://www.sbac.edu/pages/ACPS                                                                      ,41,MANATEE,591,SARA SCOTT HARLLEE MIDDLE SCHOOL,383,900,NA,small_yellow,B,A,A,A,A,A,A,B,A,A,A,A,B,B,C,NO,1,75,91,5,YES,N
"BUFFALO CREEK MIDDLE SCHOOL 1208 WISHING WELL WAY, TAMPA, FL, 33619-4748",                                                                                                    ,41,MANATEE,842,BUFFALO CREEK MIDDLE SCHOOL,,,,small_yellow,B,A,A,A,A,A,A,A,A,A,A,B,A,A,C,NO,1,83,97,5,YES,N
"PALMETTO CHARTER SCHOOL 1225 WACO BLVD SE, PALM BAY, FL, 32909-5306",http://www.columbia.brevard.k12.fl.us                                                               ,41,MANATEE,2131,PALMETTO CHARTER SCHOOL,603,900,NA,small_yellow,B,A,A,A,A,A,B,A,C,C,B,B,C,C,C,NO,2,91,98,5,YES,N
"FRANCES WAKELAND ELEMENTARY SCHOOL 13505 NW 140TH ST, ALACHUA, FL, 32615-6110",http://www.sbac.edu/pages/ACPS                                                                      ,41,MANATEE,571,FRANCES WAKELAND ELEMENTARY SCHOOL,446,800,NA,small_yellow,B,A,C,C,A,,I,B,B,C,B,B,C,D,F,NO,1,97,100,5,YES,N
"MANATEE SCHOOL FOR THE ARTS 1408 E BLOUNT ST, PENSACOLA, FL, 32503-5620",                                                                                                    ,41,MANATEE,2104,MANATEE SCHOOL FOR THE ARTS,Pending,Pending,Pending,small_yellow,B,A,A,A,A,A,A,A,A,A,B,A,C,D,D,NO,1,93,98,5,YES,N
"PALMA SOLA ELEMENTARY SCHOOL 14450 NE 148TH TER, WALDO, FL, 32694-4123",http://www.sbac.edu/pages/ACPS                                                                      ,41,MANATEE,291,PALMA SOLA ELEMENTARY SCHOOL,495,800,YES,small_yellow,B,C,D,C,C,B,C,C,C,C,D,D,D,D,D,NO,1,100,98,5,YES,N
"ELECTA LEE MAGNET MIDDLE SCHOOL 1515 JUNE AVE, PANAMA CITY, FL, 32405-3728",                                                                                                    ,41,MANATEE,761,ELECTA LEE MAGNET MIDDLE SCHOOL,513,900,NA,small_yellow,B,A,A,A,A,A,B,A,A,A,B,A,B,C,D,NO,1,88,90,5,YES,N
"IMAGINE CHARTER AT LAKEWOOD RANCH 1600 E MORENO ST, PENSACOLA, FL, 32503-6163",                                                                                                    ,41,MANATEE,2124,IMAGINE CHARTER AT LAKEWOOD RANCH,538,900,NA,small_yellow,B,,,,,,,,,,,,,,,YES,2,44,86,5,NO,N
"ORANGE RIDGE-BULLOCK ELEMENTARY 16213 NW US HIGHWAY 441, ALACHUA, FL, 32615-6399",http://www.sbac.edu/pages/ACPS                                                                      ,41,MANATEE,271,ORANGE RIDGE-BULLOCK ELEMENTARY,391,800,NA,small_yellow,B,A,A,A,A,A,A,A,A,A,A,B,C,C,C,NO,1,89,99,5,YES,N
"JESSIE P. MILLER ELEMENTARY SCHOOL 16401 NW 140TH ST, ALACHUA, FL, 32615-4422",http://www.sbac.edu/pages/ACPS                                                                      ,41,MANATEE,221,JESSIE P. MILLER ELEMENTARY SCHOOL,451,800,NA,small_yellow,B,A,A,A,A,A,A,A,A,A,A,B,C,A,C,NO,1,70,86,5,NO,N
"ANNIE LUCY WILLIAMS ELEMENTARY SCHOOL 1800 SW 62ND AVE, NORTH LAUDERDALE, FL, 33068-4930",                                                                                                    ,41,MANATEE,811,ANNIE LUCY WILLIAMS ELEMENTARY SCHOOL,519,800,NA,small_yellow,B,D,C,A,A,C,I,A,A,D,A,A,A,C,D,NO,1,93,98,5,YES,N
"MANATEE ELEMENTARY SCHOOL 1900 NW 13TH ST, GAINESVILLE, FL, 32609-3411",http://www.sbac.edu/pages/ACPS                                                                      ,41,MANATEE,151,MANATEE ELEMENTARY SCHOOL,378,800,NA,small_yellow,B,A,A,A,A,A,A,A,A,A,A,A,C,C,C,NO,1,70,96,5,NO,N
"ANNA MARIA ELEMENTARY SCHOOL 1912 NW 5TH AVE, GAINESVILLE, FL, 32603-1517",http://www.sbac.edu/pages/ACPS                                                                      ,41,MANATEE,31,ANNA MARIA ELEMENTARY SCHOOL,616,800,NA,small_yellow,B,A,B,A,A,,,,,,,,,,,NO,1,64,96,5,NO,N
"TEAM SUCCESS A SCHOOL OF EXCELLENCE 202 13TH AVE E, BRADENTON, FL, 34208-3246",                                                                                                    ,41,MANATEE,2102,TEAM SUCCESS A SCHOOL OF EXCELLENCE,522,800,NA,small_yellow,B,A,A,A,A,A,C,A,C,B,C,B,C,C,C,NO,1,81,96,5,YES,N
"MANATEE HIGH SCHOOL 203 N EAST AVE, PANAMA CITY, FL, 32401-6109",                                                                                                    ,41,MANATEE,181,MANATEE HIGH SCHOOL,Pending,Pending,Pending,small_yellow,B,A,A,A,A,A,B,B,,,,,,,,YES,1,72,91,5,NO,N
"ROBERT WILLIS ELEMENTARY SCHOOL 2121 NW 5TH ST, MIAMI, FL, 33125-3454",http://citrusgrovee.dadeschools.net/                                                                ,41,MANATEE,801,ROBERT WILLIS ELEMENTARY SCHOOL,567,800,NA,small_yellow,B,A,B,,,,,,,,,,,,,YES,4,60,86,5,NO,N
"PALM VIEW ELEMENTARY SCHOOL 21633 SE 65TH AVE, HAWTHORNE, FL, 32640-3518",http://www.sbac.edu/pages/ACPS                                                                      ,41,MANATEE,281,PALM VIEW ELEMENTARY SCHOOL,293,800,NA,small_yellow,B,B,A,A,A,A,A,A,B,B,C,B,C,C,D,NO,1,90,98,5,YES,N
"BLACKBURN ELEMENTARY SCHOOL 2200 NW 45TH AVE, GAINESVILLE, FL, 32605-1331",http://www.sbac.edu/pages/ACPS                                                                      ,41,MANATEE,541,BLACKBURN ELEMENTARY SCHOOL,395,800,YES,small_yellow,B,B,,,,,,,,,,,,,,YES,1,51,88,5,NO,N
"IMAGINE CHARTER SCHOOL AT NORTH MANATEE 2251 NW 18TH ST, POMPANO BEACH, FL, 33069-1543",                                                                                                    ,41,MANATEE,2123,IMAGINE CHARTER SCHOOL AT NORTH MANATEE,,,,small_yellow,B,A,A,A,A,B,A,B,C,C,D,F,N,,,YES,2,92,98,5,YES,N
"VIRGIL MILLS ELEMENTARY SCHOOL 2355 ST ANDREWS BLVD, PANAMA CITY, FL, 32405-2172",www.newpointschools.org                                                                             ,41,MANATEE,791,VIRGIL MILLS ELEMENTARY SCHOOL,532,800,NA,small_yellow,B,,,,,,,,,,,,,,,YES,1,50,95,5,NO,N
"ROBERT H. PRINE ELEMENTARY SCHOOL 2398 MOODY AVE, ORANGE PARK, FL, 32073-6016",http://www.clay.k12.fl.us/mce/                                                                      ,41,MANATEE,381,ROBERT H. PRINE ELEMENTARY SCHOOL,462,800,NA,small_yellow,B,B,A,A,A,A,A,A,A,B,C,A,A,A,C,NO,1,77,98,5,NO,N
"B.D. GULLETT ELEMENTARY SCHOOL 2446 UNIVERSITY BLVD S, JACKSONVILLE, FL, 32216-2547",http://www.duvalschools.org/lovegrove                                                               ,41,MANATEE,821,B.D. GULLETT ELEMENTARY SCHOOL,507,800,NA,small_yellow,B,A,A,A,A,A,A,A,A,A,A,A,C,C,C,NO,1,64,95,5,NO,N
"CARLOS E. HAILE MIDDLE SCHOOL 2501 HAWKS LANDING BLVD, PANAMA CITY, FL, 32405-6658",                                                                                                    ,41,MANATEE,711,CARLOS E. HAILE MIDDLE SCHOOL,602,900,NA,small_yellow,B,A,A,A,A,A,A,A,A,A,A,C,A,C,D,NO,1,92,98,5,YES,N
"PALMETTO HIGH SCHOOL 2750 MOODY AVE, ORANGE PARK, FL, 32073-5905",http://www.clay.k12.fl.us/ljh/                                                                      ,41,MANATEE,351,PALMETTO HIGH SCHOOL,,,,small_yellow,B,A,A,A,A,A,B,B,B,A,B,C,C,C,C,NO,1,84,97,5,YES,N
"IDA M. STEWART ELEMENTARY SCHOOL 2861 SW 9TH ST, FORT LAUDERDALE, FL, 33312-2959",                                                                                                    ,41,MANATEE,631,IDA M. STEWART ELEMENTARY SCHOOL,474,800,NA,small_yellow,B,A,B,A,A,A,A,B,A,C,A,B,D,C,C,NO,1,89,97,5,YES,N
"BLANCHE H. DAUGHTREY ELEMENTARY 3000 E UNIVERSITY AVE, GAINESVILLE, FL, 32641-6033",http://www.sbac.edu/pages/ACPS                                                                      ,41,MANATEE,411,BLANCHE H. DAUGHTREY ELEMENTARY,346,800,NA,small_yellow,B,A,C,A,A,B,C,B,B,C,C,C,C,C,D,NO,1,83,89,5,YES,N
"BAYSHORE HIGH SCHOOL 3000 JOLLY ST, TITUSVILLE, FL, 32780-4926",                                                                                                    ,41,MANATEE,72,BAYSHORE HIGH SCHOOL,Pending,Pending,Pending,small_yellow,B,B,A,A,B,A,A,A,A,A,B,A,C,C,C,NO,1,60,88,5,NO,N
"MANATEE CHARTER SCHOOL 3175 JUPITER BLVD SE, PALM BAY, FL, 32909-4106",http://www.turner.brevard.k12.fl.us                                                                 ,41,MANATEE,2121,MANATEE CHARTER SCHOOL,353,800,NA,small_yellow,B,A,B,B,B,B,C,A,C,B,C,C,C,D,D,NO,1,83,91,5,YES,N
"FLORINE J ABEL ELEMENTARY SCHOOL 3250 NW 12TH PL, LAUDERHILL, FL, 33311-4942",                                                                                                    ,41,MANATEE,621,FLORINE J ABEL ELEMENTARY SCHOOL,435,800,YES,small_yellow,B,C,C,D,D,D,C,C,C,D,C,C,C,D,F,NO,4,96,100,5,YES,N
"GENE WITT ELEMENTARY SCHOOL 3333 NE 39TH AVE, GAINESVILLE, FL, 32609-2639",http://www.sbac.edu/pages/ACPS                                                                      ,41,MANATEE,701,GENE WITT ELEMENTARY SCHOOL,597,800,NA,small_yellow,B,A,C,A,A,A,B,A,A,A,A,A,C,A,C,NO,1,90,98,5,YES,N
"G.D. ROGERS GARDEN ELEMENTARY 3550 SW 48TH AVE, PEMBROKE PARK, FL, 33023-5410",                                                                                                    ,41,MANATEE,831,G.D. ROGERS GARDEN ELEMENTARY,426,800,NA,small_yellow,B,A,B,A,A,A,A,A,A,A,C,B,C,D,D,NO,1,95,99,5,YES,N
"R. DAN NOLAN MIDDLE SCHOOL 380 SANTA BARBARA BLVD N, CAPE CORAL, FL, 33993-2479",http://acw.leeschools.net/                                                                          ,41,MANATEE,752,R. DAN NOLAN MIDDLE SCHOOL,606,900,NA,small_yellow,B,A,A,A,A,A,A,A,A,A,A,A,B,A,C,NO,1,67,92,5,NO,N
"ONECO ELEMENTARY SCHOOL 400 SW 258TH ST, NEWBERRY, FL, 32669-4112",http://www.sbac.edu/pages/ACPS                                                                      ,41,MANATEE,261,ONECO ELEMENTARY SCHOOL,395,800,YES,small_yellow,B,A,A,A,A,A,A,A,A,A,A,A,A,C,C,NO,1,38,81,5,NO,N
"BRADEN RIVER ELEMENTARY SCHOOL 4150 PLANTATION OAKS BLVD, ORANGE PARK, FL, 32065-3529",http://www.clay.k12.fl.us/poe/                                                                      ,41,MANATEE,651,BRADEN RIVER ELEMENTARY SCHOOL,521,800,NA,small_yellow,B,A,,,,,,,,,,,,,,YES,1,24,74,5,NO,N
"OASIS MIDDLE SCHOOL 451 ELDRON BLVD SE, PALM BAY, FL, 32909-4044",http://www.southwest.brevard.k12.fl.us                                                              ,41,MANATEE,2122,OASIS MIDDLE SCHOOL,538,800,NA,small_yellow,B,A,B,A,A,B,B,C,C,D,D,F,N,,,YES,2,93,100,5,YES,N
"H. S. MOODY ELEMENTARY SCHOOL 456 E 11TH ST, PANAMA CITY, FL, 32401-3487",                                                                                                    ,41,MANATEE,601,H. S. MOODY ELEMENTARY SCHOOL,413,800,NA,small_yellow,B,A,B,A,A,A,C,A,B,B,A,B,A,D,D,NO,4,90,99,5,YES,N
"MYAKKA CITY ELEMENTARY SCHOOL 520 SCHOOL AVE, PANAMA CITY, FL, 32401-5254",                                                                                                    ,41,MANATEE,231,MYAKKA CITY ELEMENTARY SCHOOL,395,800,YES,small_yellow,B,A,A,A,B,A,A,A,A,A,A,A,A,C,C,NO,1,79,92,5,YES,N
"LOUISE R. JOHNSON MIDDLE SCHOOL 5500 STIRLING RD, HOLLYWOOD, FL, 33021-1603",                                                                                                    ,41,MANATEE,691,LOUISE R. JOHNSON MIDDLE SCHOOL,570,900,NA,small_yellow,B,A,C,D,B,C,C,C,A,A,A,B,D,D,F,NO,1,98,99,5,YES,N
"SOUTHEAST HIGH SCHOOL 5510 NW 27TH AVE, GAINESVILLE, FL, 32606-6405",http://www.sbac.edu/pages/ACPS                                                                      ,41,MANATEE,431,SOUTHEAST HIGH SCHOOL,Pending,Pending,Pending,small_yellow,B,A,A,A,A,A,A,A,A,A,A,A,A,B,C,NO,1,45,63,5,NO,N
"LINCOLN MIDDLE SCHOOL 6724 CAMP CRYSTAL RD, STARKE, FL, 32091-8549",http://www.sbac.edu/                                                                                ,41,MANATEE,491,LINCOLN MIDDLE SCHOOL,443,900,NA,small_yellow,B,A,B,A,A,A,A,B,A,A,A,A,B,C,B,NO,1,37,62,5,NO,N
"MANATEE SCHOOL OF ARTS/SCIENCES 6910 DAUGHTRY BLVD S, JACKSONVILLE, FL, 32210-6844",http://www.duvalschools.org/oakhill                                                                 ,41,MANATEE,2101,MANATEE SCHOOL OF ARTS/SCIENCES,395,800,YES,small_yellow,B,A,A,A,A,A,B,A,A,A,A,A,C,A,C,NO,1,78,94,5,YES,N
"GILBERT W MCNEAL ELEMENTARY SCHOOL 700 W 23RD ST BLDG H, PANAMA CITY, FL, 32405-3936",www.newpointschools.org                                                                             ,41,MANATEE,771,GILBERT W MCNEAL ELEMENTARY SCHOOL,588,800,NA,small_yellow,B,A,A,A,A,B,C,,,,,,,,,NO,4,76,85,5,YES,N
"JAMES TILLMAN ELEMENTARY MAGNET SCHOOL 7400 PATRONIS DR, PANAMA CITY BEACH, FL, 32408-5740",                                                                                                    ,41,MANATEE,521,JAMES TILLMAN ELEMENTARY MAGNET SCHOOL,451,800,NA,small_yellow,B,A,A,B,A,A,C,A,A,B,B,A,D,D,D,NO,1,93,99,5,YES,N
"BRADENTON CHARTER SCHOOL 900 VIA DELUNA DR, PENSACOLA BEACH, FL, 32561-2262",www.escambia.k12.fl.us                                                                              ,41,MANATEE,2108,BRADENTON CHARTER SCHOOL,496,800,NA,small_yellow,B,A,A,A,A,A,A,A,A,A,A,A,B,B,B,NO,1,59,71,5,NO,N
"MARTHA B. KING MIDDLE SCHOOL 919 NW 13TH TER, FORT LAUDERDALE, FL, 33311-7006",http://sunlandpark.browardschools.com                                                               ,41,MANATEE,611,MARTHA B. KING MIDDLE SCHOOL,,,,small_yellow,B,A,B,A,A,A,C,A,A,A,C,B,C,D,D,NO,1,88,93,5,YES,N
"PALMETTO ELEMENTARY SCHOOL 924 BAY AVE, PANAMA CITY, FL, 32401-4249",                                                                                                    ,41,MANATEE,301,PALMETTO ELEMENTARY SCHOOL,395,800,YES,small_yellow,B,A,A,A,B,A,A,B,B,A,B,B,C,C,C,NO,1,68,90,5,NO,N
"W. D. SUGG MIDDLE SCHOOL 924 BAY AVE, PANAMA CITY, FL, 32401-4249",                                                                                                    ,41,MANATEE,581,W. D. SUGG MIDDLE SCHOOL,,,,small_yellow,B,A,B,A,A,B,C,A,A,A,A,A,C,D,D,NO,1,91,98,5,YES,N
"SEA BREEZE ELEMENTARY SCHOOL 9580 W CALUSA CLUB DR, MIAMI, FL, 33186-1529",http://calusa.dadeschools.net/                                                                      ,41,MANATEE,671,SEA BREEZE ELEMENTARY SCHOOL,452,800,NA,small_yellow,B,A,,,,,,,,,,,,,,YES,1,85,96,5,YES,N
"GULF TRACE ELEMENTARY SCHOOL , BROOKSVILLE, FL, 34601-2397",                                                                                                    ,51,PASCO,93,GULF TRACE ELEMENTARY SCHOOL,493,800,NA,small_green,A,A,B,A,A,B,,,,,,,,,,YES,4,84,94,5,YES,N
"WESLEY CHAPEL HIGH SCHOOL , BROWARD COUNTY, FL, 00000-0000",                                                                                                    ,51,PASCO,63,WESLEY CHAPEL HIGH SCHOOL,Pending,Pending,Pending,small_green,A,A,B,A,A,A,A,A,A,A,N,,,,,NO,1,47,49,4,NO,N
"DR. MARY GIELLA ELEMENTARY SCHOOL , GAINESVILLE, FL, 32641-1442",                                                                                                    ,51,PASCO,451,DR. MARY GIELLA ELEMENTARY SCHOOL,431,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,B,C,C,NO,1,76,94,5,NO,N
"RIVER RIDGE HIGH SCHOOL , HIGH SPRINGS, FL, 32643-8904",                                                                                                    ,51,PASCO,471,RIVER RIDGE HIGH SCHOOL,Pending,Pending,Pending,small_green,A,A,A,A,A,A,A,A,A,A,A,A,B,A,C,NO,1,73,96,5,NO,N
"RIVER RIDGE MIDDLE SCHOOL , HIGH SPRINGS, FL, 32643-8904",                                                                                                    ,51,PASCO,472,RIVER RIDGE MIDDLE SCHOOL,600,900,NA,small_green,A,A,A,A,C,A,,,,,,,,,,NO,1,86,99,5,YES,N
"CENTENNIAL ELEMENTARY SCHOOL , PUNTA GORDA, FL, 33950-0000",                                                                                                    ,51,PASCO,401,CENTENNIAL ELEMENTARY SCHOOL,405,800,NA,small_green,A,A,,,,,,,,,,,,,,YES,1,37,92,5,NO,N
"TRINITY OAKS ELEMENTARY SCHOOL , TITUSVILLE, FL, 32780-0000",                                                                                                    ,51,PASCO,85,TRINITY OAKS ELEMENTARY SCHOOL,554,800,NA,small_green,A,A,A,A,A,,,,,,,,,,,NO,4,38,94,5,NO,N
"SEVEN SPRINGS MIDDLE SCHOOL 100 E HARNEY POND RD NE, OKEECHOBEE, FL, 34974-2867",                                                                                                    ,51,PASCO,57,SEVEN SPRINGS MIDDLE SCHOOL,628,900,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,NO,1,24,28,4,NO,N
"WATERGRASS ELEMENTARY SCHOOL 1001 SE 12TH ST, GAINESVILLE, FL, 32641-8101",http://www.sbac.edu/pages/ACPS                                                                      ,51,PASCO,112,WATERGRASS ELEMENTARY SCHOOL,459,800,NA,small_green,A,A,A,A,A,B,A,A,A,A,N,,,,,YES,1,47,96,5,NO,N
"THOMAS E. WEIGHTMAN MIDDLE SCHOOL 1015 N MAIN ST, HIGH SPRINGS, FL, 32643-8904",http://www.sbac.edu/pages/ACPS                                                                      ,51,PASCO,461,THOMAS E. WEIGHTMAN MIDDLE SCHOOL,572,900,NA,small_green,A,A,A,A,A,A,,,,,,,,,,NO,1,77,98,5,YES,N
"CHASCO ELEMENTARY SCHOOL 10853 SW 216TH ST, MIAMI, FL, 33170-3146",http://coralreefmontessori.dadeschools.net                                                          ,51,PASCO,70,CHASCO ELEMENTARY SCHOOL,481,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,YES,2,25,34,4,NO,N
"ANCLOTE HIGH SCHOOL 10875 QUAIL ROOST DR, CUTLER BAY, FL, 33157-6740",http://www.balere-academy.org/                                                                      ,51,PASCO,113,ANCLOTE HIGH SCHOOL,Pending,Pending,Pending,small_green,A,A,A,A,A,A,A,A,A,A,A,A,C,A,C,NO,1,52,89,5,NO,N
"WESLEY CHAPEL ELEMENTARY SCHOOL 1101 E UNIVERSITY BLVD, MELBOURNE, FL, 32901-7237",http://www.stone.brevard.k12.fl.us                                                                  ,51,PASCO,2071,WESLEY CHAPEL ELEMENTARY SCHOOL,585,800,NA,small_green,A,A,A,A,A,A,A,A,,,,,,,,NO,4,32,71,5,NO,N
"DOUBLE BRANCH ELEMENTARY SCHOOL 11050 FAIRWAY MEADOW DR, RIVERVIEW, FL, 33579-7054",                                                                                                    ,51,PASCO,84,DOUBLE BRANCH ELEMENTARY SCHOOL,549,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,B,N,,,YES,1,57,99,5,YES,N
"SAN ANTONIO ELEMENTARY SCHOOL 11332 E HIGHWAY 388, YOUNGSTOWN, FL, 32466-3043",                                                                                                    ,51,PASCO,251,SAN ANTONIO ELEMENTARY SCHOOL,437,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,,,,,,YES,4,83,99,5,YES,N
"LONGLEAF ELEMENTARY SCHOOL 1200 ALAMANDA RD NE, PALM BAY, FL, 32905-4221",http://www.palmbay.es.brevard.k12.fl.us                                                             ,51,PASCO,2081,LONGLEAF ELEMENTARY SCHOOL,553,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,NO,4,51,91,5,NO,N
"PASCO ELEMENTARY SCHOOL 1200 HARRISON AVE, PANAMA CITY, FL, 32401-2433",                                                                                                    ,51,PASCO,61,PASCO ELEMENTARY SCHOOL,395,800,YES,small_green,A,A,A,A,A,A,A,A,A,A,A,A,N,,,NO,2,56,54,4,NO,N
"QUAIL HOLLOW ELEMENTARY SCHOOL 1201 NW 6TH AVE, POMPANO BEACH, FL, 33060-5318",                                                                                                    ,51,PASCO,361,QUAIL HOLLOW ELEMENTARY SCHOOL,474,800,NA,small_green,A,B,A,A,A,A,A,A,A,B,A,A,A,A,C,NO,1,90,94,5,YES,N
"DEER PARK ELEMENTARY SCHOOL 1201 SE 43RD ST, GAINESVILLE, FL, 32641-7661",http://www.sbac.edu/pages/ACPS                                                                      ,51,PASCO,421,DEER PARK ELEMENTARY SCHOOL,532,800,NA,small_green,A,A,A,B,A,A,A,A,A,A,B,B,C,C,C,NO,1,85,98,5,YES,N
"JAMES M. MARLOWE ELEMENTARY SCHOOL 12424 SUMMERFIELD BLVD, RIVERVIEW, FL, 33579-7709",                                                                                                    ,51,PASCO,65,JAMES M. MARLOWE ELEMENTARY SCHOOL,445,800,NA,small_green,A,A,A,A,A,A,A,A,A,,,,,,,NO,2,33,33,4,NO,N
"SUNLAKE HIGH SCHOOL 1250 NE 18TH AVE, GAINESVILLE, FL, 32609-3893",http://www.sbac.edu/pages/ACPS                                                                      ,51,PASCO,101,SUNLAKE HIGH SCHOOL,Pending,Pending,Pending,small_green,A,A,A,A,A,A,A,A,A,A,A,C,N,,,YES,1,23,93,5,NO,N
"ACADEMY AT THE FARM 13830 JETPORT COMMERCE PARKWAY STE 5, FORT MYERS, FL, 33913-7726",www.djbtechnicalacademy.org                                                                         ,51,PASCO,4302,ACADEMY AT THE FARM,531,800,NA,small_green,A,A,A,B,A,A,A,A,A,A,A,A,A,A,B,NO,1,31,50,5,NO,N
"JAMES W. MITCHELL HIGH SCHOOL 1430 KNECHT RD NE, PALM BAY, FL, 32905-3932",                                                                                                    ,51,PASCO,73,JAMES W. MITCHELL HIGH SCHOOL,Pending,Pending,Pending,small_green,A,A,A,A,A,A,A,A,A,A,A,A,C,C,C,NO,1,64,88,5,NO,N
